,feature1,feature2,feature3,feature4,feature5
0,"('mujer', -0.04016077842563844)","('ano', -0.02725495000828075)","('corporacion', 0.019285811645150322)","('erradicacion', 0.019107428760367026)","('paz', 0.015918066853337166)"
1,"('asi', -0.016108807560095376)","('igual', -0.009778180732285072)","('nos', 0.007934944591557429)","('se', -0.00038767850195860974)","('bogota', 0.00030469026203619324)"
2,"('aqui', -0.024973790950333703)","('asco', -0.012477201604703444)","('drogas', 0.007705975184097947)","('hpta', -0.007433014333556164)","('luis', -0.006429180169809826)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('mal', -0.0013617210793076973)","('ser', -0.001271829177564118)","('bus', -0.0011442190994596859)","('bien', -0.0010578458194430663)","('unas', -0.0005089632286063107)"
5,"('ano', -0.009640653870808884)","('lo', -7.565860053780902e-07)","('en', -6.568136565419634e-07)","('del', -6.276160906049913e-07)","('corrido', -2.7096963201643364e-07)"
6,"('mas', -0.03710581907848394)","('ramon', 0.01216272632772122)","('tribunal', 0.011998345608459958)","('los', 0.009982581199370422)","('superior', -0.007413629441863161)"
7,"('mujer', -0.007642160984068882)","('corrupcion', -0.004486445043686388)","('capital', 0.0002633021660290131)","('que', 6.243775101696662e-05)","('barata', -5.773720785315038e-05)"
8,"('favor', -0.019297433479216263)","('ningun', -0.008056900768586268)","('nos', 0.006315780741059337)","('visto', 0.0004675176757773288)","('cuentan', -0.0003723243579428632)"
9,"('dan', -0.02687222609236313)","('son', 0.02028395518768127)","('los', 0.01015272389480735)","('cai', -0.006085428081533867)","('grafitis', 0.005056012550422268)"
10,"('fleteo', 1.3442838133160485e-33)","('que', 1.2753074702069417e-33)","('comerciante', -3.308918134840772e-34)","('joyitas', -2.8603251175959315e-34)","('denuncia', 2.7089346910541196e-34)"
11,"('anos', -0.013947829974890417)","('sexual', -0.007268482054049203)","('los', 0.003906489648824905)","('en', -0.0002648275805681965)","('a', 0.00019945526498800994)"
12,"('asi', -0.014182550910791927)","('son', 0.0048072532003154865)","('plan', -0.004000224293330865)","('lugar', -0.002028456637632803)","('capital', 0.0002723758255918512)"
13,"('mas', -0.00834064525639699)","('mujer', -0.0070905040121018725)","('dia', -0.005348275570777748)","('los', 0.0024340672402221367)","('rodriguez', 0.0016740148723770557)"
14,"('persecucion', 0.14658585218186945)","('fontibon', 0.1292243741459475)","('los', 0.10613550655337152)","('atencion', -0.06982703618215387)","('senalada', 0.0027578784365142064)"
15,"('anos', -0.006829224309722686)","('ahi', -0.004904939984933635)","('unal', 0.002975942623673752)","('vez', -0.0029528712092654007)","('militar', -0.002505004387320928)"
16,"('mas', -0.022442038123422096)","('favor', -0.011978041090868979)","('los', 0.0035634364285453816)","('uneb', 0.002349141520385156)","('mundial', 0.0008577567783634635)"
17,"('los', 0.010088392937089017)","('vias', -0.009361363268445513)","('entre', 7.354798193944632e-05)","('ninos', 6.766219671652933e-05)","('en', -5.66919731077092e-05)"
18,"('dic', -0.00823073556398874)","('concejal', -0.004043682564897524)","('loc', -0.0038676607270341327)","('nov', 0.0015900663567245254)","('de', -0.0002439130317071859)"
19,"('celular', -0.02304323253752318)","('hdp', 0.006250784961628915)","('feliz', 0.0038154790666014202)","('de', 0.00023324675643652677)","('una', 0.00021832865329672978)"
20,"('drogas', 0.01992462131509533)","('alcohol', -0.012897617847435316)","('falta', 0.00014132876729691356)","('o', -9.813752307996808e-05)","('ni', 9.582694117780808e-05)"
21,"('van', -0.009876443742420983)","('fin', -0.00818301868936779)","('los', 0.004290792002896254)","('ciudad', -0.001492522408283157)","('presencia', 0.00026727548158747604)"
22,"('veo', -0.005049366331034783)","('esos', -9.747332294642767e-07)","('en', -9.264476433484262e-07)","('mismos', -8.225679155882934e-07)","('buses', -7.561495989729577e-07)"
23,"('dia', -0.03246661744797102)","('lideres', 0.018666459414836245)","('kennedy', 0.010231873446314122)","('pan', 0.006830855126558872)","('tienen', 0.0004072540592855344)"
