,feature1,feature2,feature3,feature4,feature5
0,"('mujer', 0.13301262375893783)","('corporacion', 0.10605876174733747)","('erradicacion', 0.10422089747795407)","('ano', 0.09006070493207373)","('alli', 0.06990898317706602)"
1,"('nos', 0.0628530217207539)","('asi', -0.038331897316328835)","('igual', -0.018568851493735286)","('bogota', 0.0002579901321227654)","('se', -0.000193042910929832)"
2,"('asco', -0.05399907672760968)","('ciudad', -0.04137636804533662)","('hpta', -0.03598667724046405)","('garzon', -0.03032655475770316)","('desorden', -0.024453987903328263)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('mal', -0.018969410856201623)","('bus', -0.014867086374245529)","('nivel', -0.007283461891323892)","('indignacion', -0.004623954450168366)","('ser', -0.003727370386277313)"
5,"('ano', 0.04226369121546198)","('lo', 3.316799642197922e-06)","('en', 2.879407344999493e-06)","('del', 2.7514080487089047e-06)","('corrido', 1.1879045767834699e-06)"
6,"('superior', -0.07449820387298312)","('tribunal', 0.036575286899707064)","('ramon', 0.036105206213053104)","('los', 0.016655860032933484)","('mas', 0.005135903573288189)"
7,"('corrupcion', -0.07308355521931022)","('capital', 0.03427279225933411)","('mujer', 0.005863037664506763)","('es', -0.0005243878157685563)","('fue', 0.0004727843208382792)"
8,"('ningun', -0.05720551750661076)","('favor', -0.055456338154116776)","('nos', 0.02326695058117728)","('visto', 0.001334966293090924)","('cuentan', -0.0011932245553148584)"
9,"('dan', -0.03418444765924881)","('cai', -0.026015293008849177)","('son', 0.017624343357302428)","('asco', -0.012554620447434982)","('los', 0.007609803701613802)"
10,"('fleteo', 5.377135253264194e-33)","('que', 5.101229880827767e-33)","('comerciante', -1.3235672539363088e-33)","('joyitas', -1.1441300470383726e-33)","('denuncia', 1.0835738764216478e-33)"
11,"('anos', -0.06170002038299146)","('los', 0.01634295443216027)","('sexual', -0.0030806241552076953)","('en', 0.00023759135489678074)","('y', 0.00016818959008819745)"
12,"('lugar', -0.06811810932384764)","('son', 0.04508770897142186)","('asi', -0.04369349714207117)","('capital', 0.04028674855064062)","('plan', 0.02740765058381809)"
13,"('rodriguez', 0.09403867524972838)","('dia', -0.06825720049730417)","('mas', -0.05339919798175675)","('los', 0.027453524994348912)","('mujer', 0.01412155272115451)"
14,"('atencion', 0.20995703355374237)","('los', 0.04823688955378327)","('persecucion', 0.03606605657691864)","('fontibon', -0.0179079498362829)","('hurtos', -0.002233172790237844)"
15,"('militar', -0.035613286186814135)","('anos', -0.026596227505654244)","('unal', 0.017436954182047416)","('ahi', -0.016971494851130937)","('vez', -0.013578409577043062)"
16,"('inclusion', 0.3455897839135324)","('uneb', 0.2627425708586435)","('mundial', 0.18507685970553142)","('mas', -0.11569904883406314)","('favor', -0.11264277345146148)"
17,"('vias', 0.050084496065077866)","('los', 0.03201277739812661)","('entre', -0.00021334696778602493)","('en', 0.000192349252208865)","('ninos', -0.00018803511282745316)"
18,"('dic', -0.042121507644471805)","('loc', -0.024546536755658304)","('concejal', -0.007745979849825524)","('nov', -0.0011137067478800067)","('de', -0.0007217102175341232)"
19,"('feliz', 0.12122880865745322)","('celular', 0.06746191265905864)","('hdp', 0.0018232979616337715)","('no', 0.001044269318284032)","('lograron', -0.0006309175064882531)"
20,"('alcohol', -0.07953371601778428)","('drogas', 0.049870095243307745)","('falta', 0.000591248114179484)","('o', -0.0004347189966381977)","('ni', 0.000401413640156446)"
21,"('van', -0.06650296319241497)","('fin', 0.04195122495955368)","('ciudad', -0.03674081383139347)","('los', 0.018967579116827255)","('colarse', -0.001012326880171057)"
22,"('veo', -0.046756315164794365)","('esos', -9.025871978893561e-06)","('en', -8.578755264775898e-06)","('mismos', -7.6168457949633005e-06)","('buses', -7.001822930461458e-06)"
23,"('dia', -0.0608154632705835)","('lideres', 0.05549096417095989)","('kennedy', 0.044012446709565514)","('pan', -0.007236562607330063)","('tienen', 0.0005631189049826979)"
24,"('ver', -0.07626955899774121)","('cartel', 0.06885928046545144)","('farc', -0.04577269705621345)","('vean', -0.044662498526450586)","('son', 0.010517535054924346)"
25,"('bus', -0.11700241836607154)","('celular', 0.0334566097855359)","('hombre', 0.016791000328483022)","('tres', -0.009286256531707244)","('estaciones', -0.0013165797215342427)"
26,"('veo', -0.04584902065324052)","('mas', -0.029002120434195786)","('los', 0.01582581711602594)","('mujer', 0.005180067947447307)","('en', 0.0002935605079725747)"
27,"('de', 7.501247817116326e-33)","('nuevo', 6.263002301236901e-33)","('intento', 3.984113389720941e-33)","('caso', 1.820618199471452e-33)","('denuncian', 1.3321550342368708e-33)"
28,"('seguramente', 6.302729123207769e-33)","('muy', 6.251612247334208e-33)","('esta', 4.212080691479902e-33)","('el', 3.251983591422136e-33)","('propietario', -1.0953390809885305e-33)"
29,"('celular', 0.05668150272251973)","('cuando', 1.3176337251820944e-05)","('lo', 1.3084697077986288e-05)","('a', 8.662422318550908e-06)","('uno', 6.705668843045044e-06)"
30,"('comparacion', 0.19687540091515837)","('ver', -0.15869303299741178)","('tal', 0.08473765056215152)","('anos', -0.0729772076279448)","('los', 0.059400114937070383)"
31,"('mas', -0.03146664756058366)","('que', -9.067809689438477e-06)","('me', -8.090463396225098e-06)","('cada', -6.117500591563373e-06)","('encantaria', -6.007101092286526e-06)"
32,"('van', -0.05400163569992695)","('victimas', -1.378911438904858e-05)","('de', -1.2226266162694393e-05)","('homofobia', -1.2044849095464614e-05)","('hay', -1.0783861455708844e-05)"
33,"('via', -0.05141798451299587)","('cai', -0.035288213453171596)","('demostracion', 0.011710354206058884)","('los', 0.01151531233159228)","('tweet', -0.0040169751152693955)"
34,"('son', -0.0501467996516299)","('gran', -0.0328369839387523)","('minimo', -0.00029138161721545963)","('es', -0.0002597477609416757)","('causadas', -0.00024952296342605607)"
35,"('los', 0.023656956037114242)","('en', 4.691000776268825e-06)","('es', 4.575126500804349e-06)","('bogota', 4.172377543048457e-06)","('movilizarse', 3.7553527765743344e-06)"
36,"('vial', 0.1682905926298946)","('ciudad', -0.13740237524579046)","('los', 0.043171947932378545)","('a', 0.0039309503269242055)","('de', -0.00305865255082141)"
37,"('menor', -0.07680213845601205)","('con', -1.3497216603821149e-05)","('fue', -1.2541431668963943e-05)","('atacado', -1.0847740137231029e-05)","('tijeras', -7.122442126509607e-06)"
38,"('en', 0.0)","('trabajamos', 0.0)","('para', 0.0)","('que', 0.0)","('las', 0.0)"
39,"('esmad', -0.11831951659455353)","('usen', 0.04315987176594754)","('se', 0.0008574022038501383)","('que', 0.0007819339421688772)","('tanto', 0.0006697604017165865)"
40,"('menor', -0.07718612106849673)","('horror', -0.02430237298060389)","('capital', 0.01959265354514484)","('panico', -0.0007611172518475899)","('caso', -0.0007153107333937463)"
41,"('arma', -0.0743426488097149)","('ruin', -0.00571636917444117)","('insulto', -0.00030079677238189123)","('el', -0.00018165451727668097)","('al', 0.00014366250692584003)"
42,"('ciudad', -0.0480367838944766)","('los', 0.019730183824651477)","('precauciones', -0.0001159740928886575)","('tomar', -7.672923760215288e-05)","('para', 7.229704117287985e-05)"
43,"('la', 0.0)","('policia', 0.0)","('dira', 0.0)","('que', 0.0)","('como', 0.0)"
44,"('bus', -0.05529991307916947)","('estan', -0.03360778180811146)","('los', 0.007810015664716118)","('buen', -0.003673418933523053)","('policia', 0.0012222166098692457)"
45,"('bici', 0.13700699485185103)","('ciudad', -0.10474391098207371)","('los', 0.03949880451391779)","('porque', -0.001800448628312025)","('bogota', 0.0014860256331088125)"
46,"('hp', -0.03890491069930539)","('mas', -0.02701903919102576)","('los', 0.015238019395074848)","('lado', -0.00027002503203718233)","('eso', 0.00017568610159840207)"
47,"('mas', -0.04441446203079784)","('ano', 0.037036499789350336)","('paz', 0.01663809666254431)","('mil', 0.007836775731854076)","('atendidas', 0.00023827171881757444)"
48,"('interior', -0.05852472467577822)","('los', 0.05740069905171078)","('movil', 0.0573203850463735)","('licor', 0.030086035829751275)","('alucinogenas', -0.0018775782624141472)"
49,"('informacion', 0.1593961921528829)","('los', 0.03714621085253302)","('afecta', 0.00031309262969928117)","('recomendaciones', -0.00018050106557903936)","('prevenir', -0.0001681260010276846)"
50,"('ciudad', -0.0664063559682803)","('drogas', 0.049648020568412846)","('los', 0.019914293867396196)","('desorden', 0.011030474101711376)","('inseguridad', 0.0005527221176235066)"
51,"('arma', -0.07581735335756994)","('sur', -0.047315015974757596)","('celular', 0.019178522923688254)","('los', 0.011099191511856463)","('por', -0.0019227259765446582)"
52,"('edad', -0.027568345077749287)","('cali', -0.019467340126254676)","('medellin', -0.012617713332245067)","('pais', -0.009189107464559188)","('con', -0.0006024489276206192)"
53,"('sin', -0.02824107420258057)","('asi', -0.026938307343371812)","('manos', -0.015160830580347172)","('se', -0.0003054687128286912)","('las', 0.00022777072673239914)"
54,"('medellin', -0.03360406750911483)","('florez', 0.021900197468515833)","('son', 0.019095505821580868)","('universitaria', 0.0003166602226572726)","('ingresar', -0.00026323414972797545)"
55,"('vandalos', 1.595515516199077e-32)","('sociales', 7.649392236844991e-33)","('inmundos', 7.230336948525936e-33)","('basofias', -3.375798140791438e-33)","('drogos', 2.234572993449303e-33)"
56,"('actor', 0.3862557358801493)","('formacion', 0.21720073610800528)","('mil', 0.07931627745224314)","('los', 0.03170168440913283)","('tv', 0.031229680824199017)"
57,"('los', 0.02365777038708511)","('toxico', 3.4296221044816304e-06)","('sobrepoblado', 2.9756072114936533e-06)","('inseguro', 2.883299672016694e-06)","('un', 2.501282342719089e-06)"
58,"('mal', -0.045288002441734906)","('corrupcion', -0.026973434617008223)","('drogadiccion', -0.003156337687840275)","('antro', -0.003053187028164866)","('costoso', -0.0006676518761976843)"
59,"('ladron', -0.043829049695410946)","('estacion', -0.03830809124540313)","('mujer', 0.0021272191793741215)","('transmilenio', -0.0012314265302051544)","('calle', -0.0008616260685139484)"
60,"('los', 0.026687246952450866)","('mujer', 0.021883562543568904)","('ya', 7.135987609790401e-05)","('violentada', -6.41568663001615e-05)","('minutos', 5.512038950142902e-05)"
61,"('interpersonal', 0.023521747467154443)","('sexual', 0.0008012051056478021)","('registraron', 7.6157271098663645e-06)","('hasta', 5.73211256771645e-06)","('mujeres', 1.4281392353887083e-06)"
62,"('hp', -0.03150137520712444)","('hoy', -0.025034496405599016)","('educacion', -0.02321386133612472)","('los', 0.017056547870308345)","('superior', -0.014570322812537782)"
63,"('menor', -0.039004130294450205)","('edad', -0.02983516472397278)","('estan', -0.02355783743050564)","('cai', -0.01843147571837475)","('ied', 0.017881741904979494)"
