,feature1,feature2,feature3,feature4,feature5
0,"('paz', -0.07080603866597761)","('ano', -0.06906300546150639)","('alli', -0.03495079843324417)","('eje', -0.012469842507428766)","('mujer', 0.0030541207813296074)"
1,"('asi', 0.2601140244650801)","('igual', -0.15249520366902172)","('izquierda', 0.0002551836093841969)","('las', 0.00021581253524525305)","('consecuencias', 0.00021202182283411116)"
2,"('ciudad', -0.10259080080277395)","('hpta', -0.09264126502982584)","('aqui', -0.06791823770222756)","('garzon', 0.027751849207612152)","('luis', -0.024527096264500146)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('bus', 0.26367018480416693)","('mal', 0.2377045284347772)","('bien', 0.08011963428910562)","('indignacion', -0.05500615001475254)","('nivel', -0.04469297512478822)"
5,"('ano', -0.2570625619693883)","('del', -2.872097220859965e-05)","('en', -2.53274192796537e-05)","('lo', -2.4808024049535584e-05)","('corrido', -2.3232541085825397e-05)"
6,"('mas', 0.17544592322074906)","('superior', 0.16206218785247603)","('ramon', -0.12128931269652256)","('tribunal', -0.11821030513861375)","('los', 0.036962075180699085)"
7,"('corrupcion', 0.07839191209398814)","('capital', 0.03486963745084725)","('mujer', -0.008086603098115477)","('politiqueria', -0.0014324312269670197)","('fue', 0.0011622512465750976)"
8,"('ningun', 0.4619474962229683)","('favor', -0.025725868490229738)","('varias', 0.00027875786200478507)","('por', 0.0002520673234798059)","('nos', 0.0002194561344621199)"
9,"('son', -0.40677288353923235)","('grafitis', 0.33311803396332984)","('asco', 0.1522798989093368)","('cai', -0.08747945700562959)","('los', 0.0462250817937915)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('anos', 0.14457302916771855)","('sexual', 0.09786605489226405)","('los', 0.04595135657165354)","('violencia', -0.00042647848539561345)","('solamente', 0.0004001001521044439)"
12,"('asi', 0.1856986219237767)","('lugar', 0.16482236036371897)","('plan', 0.0940968431270395)","('son', -0.07215811533998504)","('capital', -0.01995281714953791)"
13,"('dia', -0.21862486793214897)","('rodriguez', -0.0622840892650743)","('mas', 0.055650953231549345)","('los', 0.01965819798580212)","('diana', -0.0013985515597981632)"
14,"('atencion', -0.14635655006786133)","('fontibon', -0.07419768866436607)","('persecucion', -0.059725669720437365)","('los', 0.021395096534227644)","('tierra', -0.004708130756352277)"
15,"('militar', 0.48926582035738897)","('ahi', -0.16231778325059754)","('vez', -0.11359088992673651)","('anos', 0.10473979332970108)","('unal', -0.08665831742956853)"
16,"('mundial', -0.1188985130472921)","('uneb', -0.11711087434731551)","('inclusion', -0.10955055824628769)","('mas', 0.09768886542877556)","('favor', -0.026934364728189313)"
17,"('vias', -0.23597215666412882)","('los', 0.0304545587977729)","('seguros', -0.0005879970458066036)","('cumplimiento', 0.00031953710275817805)","('de', 0.00027304186244022743)"
18,"('dic', 0.2775029016023063)","('concejal', -0.2090259508834199)","('loc', -0.2005845029813403)","('nov', 0.022577160038633)","('atacaron', 0.003129160522797344)"
19,"('celular', -0.08441953867624476)","('feliz', -0.06112258201910895)","('hdp', -0.045711790108561696)","('triste', 0.0041528932687090675)","('intento', -0.0016978809427124096)"
20,"('alcohol', -0.10556647555138304)","('s', -2.561766885844779e-05)","('en', -2.3851065541136902e-05)","('u', -2.2434728381077237e-05)","('eloina', -2.1925943853771935e-05)"
21,"('ciudad', -0.1612787758145189)","('fin', -0.10478911804710542)","('los', 0.012443006923978974)","('a', -0.004899901255808365)","('que', 0.0023833133960136595)"
22,"('veo', 0.13842046090724117)","('esos', 3.0076615170628743e-05)","('mismos', 2.636481435215741e-05)","('buses', 2.1471128554333826e-05)","('en', 1.610428113397084e-05)"
23,"('dia', -0.0905836045871625)","('kennedy', -0.07433304971678707)","('lideres', -0.0682265773499395)","('pan', 0.013141454156052746)","('videos', -0.002834212986774401)"
24,"('cartel', -0.13457855077512093)","('son', -0.11756615226621822)","('farc', 0.11671922705688197)","('vean', -0.114335312664155)","('ver', -0.09438126143502547)"
25,"('bus', 0.40416895256209506)","('celular', -0.39354694174188853)","('tres', -0.05507252361736455)","('las', -0.004510907231113029)","('masadelante', -0.0029187736533111425)"
26,"('veo', 0.13066218988823686)","('mas', 0.09849658298865324)","('los', 0.05533169014163734)","('mujer', -0.017949215672191883)","('la', 0.0005974230674205121)"
27,"('denuncian', 0.0)","('nuevo', 0.0)","('caso', 0.0)","('de', 0.0)","('intento', 0.0)"
28,"('muy', 0.0)","('seguramente', 0.0)","('el', 0.0)","('propietario', 0.0)","('esta', 0.0)"
29,"('celular', -0.28210617856044284)","('a', -6.287359092898179e-05)","('uno', -5.478769106802344e-05)","('cuando', -5.301320192175991e-05)","('lo', -4.6885060772493757e-05)"
30,"('tal', -0.18536200049547896)","('comparacion', -0.1651106791674804)","('sin', 0.06796849463469459)","('ver', -0.06475127230534411)","('anos', 0.05550282687530619)"
31,"('mas', 0.10362951238396492)","('que', 3.061840904307716e-05)","('encantaria', 2.9381608160037824e-05)","('me', 2.1914803489270314e-05)","('cada', 2.0202696894594323e-05)"
32,"('van', 0.02200797629647637)","('homofobia', 5.783657842903794e-06)","('de', 5.5300784982553325e-06)","('victimas', 4.793091259238549e-06)","('hay', 4.130207128606092e-06)"
33,"('tweet', -0.19081572349850168)","('cai', -0.05522147841137348)","('los', 0.01743457741946612)","('via', -0.012200327186232825)","('demostracion', 0.001665429030862933)"
34,"('son', -0.2000855096942185)","('gran', -0.05639007671636826)","('pero', -0.0024314671140166014)","('causadas', 0.00206097850906865)","('con', -0.0020150762708667845)"
