,feature1,feature2,feature3,feature4,feature5
0,"('eje', 1.3905811653654551e-08)","('corporacion', 1.3371988631069501e-08)","('erradicacion', 1.2983175603885692e-08)","('ano', 1.2457129706143079e-08)","('paz', 1.1357971045138767e-08)"
1,"('nos', 4.0176337696772664e-11)","('igual', 1.9092432796960733e-11)","('asi', 3.531875844738496e-12)","('la', -4.743925638223266e-13)","('es', 4.033433767581143e-13)"
2,"('hpta', 4.748024998173456e-08)","('drogas', 4.7098037607624416e-08)","('aqui', 4.527070354661831e-08)","('empezo', 4.101801479153581e-08)","('luis', 4.0465824327010863e-08)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('bus', -9.429528722826037e-12)","('mal', -5.485343265506491e-12)","('bien', 5.270514603500116e-12)","('unas', 3.979269544256696e-12)","('ser', 2.880494342875761e-12)"
5,"('ano', 1.1932972262395847e-11)","('en', 1.1553972915823454e-15)","('corrido', 1.0787564698753028e-15)","('lo', 7.764542877223685e-16)","('del', 6.688831344787143e-16)"
6,"('ramon', 3.536240738569312e-10)","('tribunal', 3.535303037247424e-10)","('los', 2.667591522843668e-10)","('mas', 1.124149233897117e-10)","('superior', 1.0272910911048123e-10)"
7,"('capital', 2.1107134131562952e-11)","('mujer', 1.6592175055990172e-11)","('corrupcion', -1.1061752826495984e-12)","('por', 2.271540697050199e-13)","('acosen', -2.164401742854573e-13)"
8,"('nos', 1.5545248365645135e-11)","('ningun', -1.4829887296166456e-11)","('favor', 2.2560236365695874e-12)","('danaron', 3.638956407739421e-13)","('que', 3.253793597320877e-13)"
9,"('son', 4.953280217154079e-11)","('los', 3.570091430121578e-11)","('dan', -2.6677930917559322e-11)","('grafitis', 1.446830103693788e-11)","('asco', 5.572046399311863e-12)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('los', 1.3250905435004809e-11)","('sexual', 8.564533042858937e-12)","('anos', -2.2421955201668682e-12)","('denuncias', -1.1229563121266324e-13)","('registraron', -9.005503540857582e-14)"
12,"('son', 1.205333946617043e-10)","('capital', 9.708587510429716e-11)","('plan', 7.97931768833057e-11)","('asi', 9.612430781600893e-12)","('lugar', -6.979165064685445e-12)"
13,"('rodriguez', 1.5957110241647616e-10)","('los', 1.1299021875527587e-10)","('mujer', 9.443380018438447e-11)","('mas', 4.708401525126678e-11)","('dia', 3.415414497980593e-11)"
14,"('atencion', 1.3312169309444813e-09)","('fontibon', 1.2181325178203825e-09)","('persecucion', 1.1426949585646579e-09)","('los', 8.463544579905919e-10)","('un', -7.321932449155614e-11)"
15,"('unal', 1.993666169697311e-11)","('militar', -1.2010950102131486e-11)","('vez', 3.941984360459842e-12)","('ahi', 3.4742279927048634e-12)","('anos', -2.361507646198745e-12)"
16,"('inclusion', 9.45658555178592e-09)","('uneb', 9.21857376843547e-09)","('mundial', 7.806641237463619e-09)","('los', 5.254640760444256e-09)","('mas', 1.9428078747416206e-09)"
17,"('vias', 3.163214510370751e-11)","('los', 2.721310876803524e-11)","('febrero', -6.926002419917375e-13)","('con', 4.608893243095662e-13)","('de', 3.492843775156458e-13)"
18,"('dic', -7.410874022219175e-12)","('nov', 3.7038965820779224e-12)","('concejal', 3.5791425260005528e-12)","('loc', -1.4145619231227933e-12)","('del', -1.162885715874049e-13)"
19,"('feliz', 6.379029733999546e-10)","('hdp', 5.43134351560194e-10)","('celular', 4.832350381173924e-10)","('lograron', -1.697540081820371e-11)","('de', -1.4647906948621757e-11)"
20,"('drogas', 2.2825748458407877e-11)","('alcohol', -1.0472174285206152e-12)","('no', 2.7913517639907264e-14)","('s', 2.225229341665003e-14)","('oportunidades', -1.7154884021453772e-14)"
21,"('fin', 3.764311295730455e-11)","('los', 3.463904066146087e-11)","('ciudad', 2.3214322926101175e-11)","('van', -2.5756207434976575e-12)","('creyendo', 1.0959070662704003e-12)"
22,"('veo', 7.092374812043975e-13)","('buses', 1.592248264916298e-16)","('mismos', 1.359883957639521e-16)","('esos', 1.0686396995260774e-16)","('en', 9.027597863741352e-17)"
23,"('lideres', 1.591908744788417e-10)","('kennedy', 1.2139246189939508e-10)","('pan', 1.1531767603290951e-10)","('dia', 3.178708787638884e-11)","('las', -3.901893251116462e-12)"
24,"('cartel', 9.334090872940967e-10)","('son', 7.948464895792352e-10)","('los', 5.997668585793873e-10)","('estas', 5.570628690732259e-10)","('ver', -3.560728208419737e-10)"
25,"('bus', -4.2093504031350204e-11)","('celular', 3.278859300010166e-11)","('hombre', 2.5887721615031064e-11)","('tres', 1.865898614858691e-11)","('le', -1.1799933100165928e-12)"
26,"('los', 2.4807885899071755e-11)","('mujer', 2.1286543395833624e-11)","('mas', 9.830293966538606e-12)","('veo', 3.7491841785511946e-12)","('mujeres', -4.958299379856368e-13)"
27,"('de', 1.6584301443117367e-42)","('denuncian', 9.663227286930975e-43)","('nuevo', 6.62938493480352e-43)","('intento', -5.9155375413042e-43)","('caso', 2.6749379646016874e-43)"
28,"('el', 5.1076793231784515e-43)","('muy', 1.897514783098276e-43)","('propietario', -7.425712303646948e-44)","('seguramente', 7.151866613670194e-44)","('esta', 2.480477730631349e-45)"
29,"('celular', 1.7031802862653666e-11)","('lo', 3.802596976307571e-15)","('a', 3.468638068815925e-15)","('uno', 2.7679426573003915e-15)","('cuando', 2.016115665395107e-15)"
30,"('comparacion', 4.606503594200451e-10)","('tal', 3.9364662465714314e-10)","('los', 2.997433899926181e-10)","('ver', -1.7038140361205014e-10)","('anos', -4.7660058756548495e-11)"
31,"('mas', 2.1245831276027707e-12)","('cada', 6.110812345758648e-16)","('me', 5.70441928369118e-16)","('que', 5.67110405074722e-16)","('encantaria', 3.7591503795820533e-16)"
32,"('van', -2.50894833144448e-13)","('de', -7.094575861835904e-17)","('homofobia', -6.344367078511473e-17)","('hay', -6.112442707584142e-17)","('victimas', -5.1682570648344565e-17)"
33,"('los', 3.7523878049259006e-11)","('demostracion', 3.674798032993185e-11)","('tweet', 3.5954573215157134e-11)","('via', -1.548127075745414e-11)","('cai', -2.3643199227116995e-12)"
34,"('son', 3.500893917894188e-11)","('gran', 1.583888979203193e-11)","('mismo', -2.4766512780049737e-13)","('de', -2.4678958877907186e-13)","('ese', -2.1516186669482676e-13)"
35,"('los', 9.352734519075331e-12)","('bogota', 2.3259463921617476e-15)","('movilizarse', 2.1488908173233917e-15)","('es', 1.858467615206937e-15)","('en', 1.729978226603893e-15)"
36,"('vial', 4.240208025671057e-10)","('los', 2.6027037964668206e-10)","('ciudad', 1.5872043277973877e-10)","('avances', -8.2501336988291e-12)","('tambien', -7.475156433653994e-12)"
37,"('menor', -3.2615215799539206e-12)","('fue', -6.195890777244716e-16)","('atacado', -5.049705543503627e-16)","('tijeras', -4.62352276359922e-16)","('con', -4.45121954276819e-16)"
38,"('en', 0.0)","('trabajamos', 0.0)","('para', 0.0)","('que', 0.0)","('las', 0.0)"
39,"('usen', 1.5917133154055133e-11)","('esmad', -1.0414379040498064e-11)","('estos', -3.547304028025907e-13)","('raaaattttto', 2.4148789895551006e-13)","('esta', 1.944284794462187e-13)"
40,"('menor', -1.0587316877873222e-11)","('capital', 8.57232236524416e-12)","('horror', 3.0150250291496278e-12)","('en', 1.768043885694358e-13)","('de', 1.5926825821332272e-13)"
41,"('arma', -7.888297408115223e-12)","('ruin', 5.018452524684931e-12)","('y', -1.3145519676597011e-13)","('personas', 1.3063338597375015e-13)","('un', 1.0552614310595417e-13)"
42,"('los', 1.4735155675660586e-11)","('ciudad', 9.796103991623999e-12)","('es', 1.505391900446391e-13)","('panico', -1.2100232142265819e-13)","('genera', -1.200968340642857e-13)"
43,"('que', 7.103389029810583e-43)","('como', 2.4936650225766845e-43)","('policia', -2.4691635971661338e-43)","('dira', 2.1217100119579614e-43)","('la', 1.8121043710263303e-43)"
44,"('bus', -9.970460965751262e-12)","('los', 6.6610646180458935e-12)","('buen', 4.4382021547814e-12)","('estan', -2.667826142690022e-12)","('gracias', 2.617007666834881e-13)"
45,"('bici', 6.371070039524848e-11)","('los', 4.9000503441193697e-11)","('ciudad', 3.1995284059924606e-11)","('robo', -1.2809903999601182e-12)","('una', 1.1482001154385853e-12)"
46,"('los', 1.3066148412185084e-11)","('mas', 5.041263026070313e-12)","('hp', 1.953429362374206e-12)","('ya', -8.59926489591926e-14)","('otras', 8.387018041779214e-14)"
47,"('paz', 7.541407754057769e-11)","('ano', 7.39924260323039e-11)","('mil', 5.675468052711756e-11)","('mas', 2.551652008300247e-11)","('mujeres', -2.6353410085627008e-12)"
48,"('licor', 1.2864447561367383e-10)","('movil', 1.2366572358775434e-10)","('los', 9.878518225736404e-11)","('interior', -5.354762342374863e-11)","('ese', 4.828643118539459e-12)"
49,"('informacion', 5.3781728841813634e-11)","('los', 3.840033254182813e-11)","('convivencia', 8.192282737577451e-13)","('la', -7.460207296173544e-13)","('para', -5.14187375738853e-13)"
50,"('drogas', 1.838021958572683e-10)","('desorden', 1.376229975552595e-10)","('los', 1.3309074084342077e-10)","('ciudad', 9.273115487568685e-11)","('populismo', -6.069818435057311e-12)"
51,"('arma', -3.8672669514260426e-11)","('celular', 2.9099623179281682e-11)","('los', 2.3244007415085695e-11)","('coronavirus', 1.81152842046788e-11)","('sur', -7.067827467968547e-12)"
52,"('edad', -3.06374117046952e-12)","('pais', 1.9228217014566653e-12)","('medellin', 6.746580578966329e-13)","('cali', -2.46825801763795e-13)","('accidentes', 2.52547503049968e-14)"
53,"('manos', 2.5085981315672508e-12)","('sin', 9.875331099576492e-13)","('asi', 7.163194677438724e-13)","('vendedores', -8.034041120540696e-15)","('ambulantes', 7.781897627800687e-15)"
54,"('son', 5.6677580501329635e-11)","('florez', 4.0479693172308283e-11)","('medellin', 7.104804186951404e-12)","('universidades', -1.0377597392101378e-12)","('no', 5.936728446926588e-13)"
55,"('drogos', 1.5535622365246587e-42)","('vandalos', 1.4017534827852767e-42)","('inmundos', 8.957392168877154e-43)","('basofias', 7.84741473331596e-43)","('sociales', 6.247622208150069e-43)"
56,"('actor', 7.097149055645305e-08)","('formacion', 6.436296103072853e-08)","('son', 5.413883495877708e-08)","('tv', 4.4671347107686864e-08)","('los', 4.0790889598583326e-08)"
57,"('los', 9.35267246996787e-12)","('toxico', 2.0717150271942286e-15)","('un', 1.9958535777697664e-15)","('sobrepoblado', 1.5440365053630673e-15)","('inseguro', 1.0242050586032918e-15)"
58,"('mal', -6.184978501137873e-12)","('antro', 4.657597310549487e-12)","('drogadiccion', 4.5886282980449896e-12)","('corrupcion', -3.392882247244406e-13)","('costoso', -9.316824676210382e-14)"
59,"('ladron', -3.805989041164015e-12)","('mujer', 3.0939878917671806e-12)","('estacion', -2.7414694808309796e-12)","('que', 5.0109227122147205e-14)","('a', 4.3758386509103655e-14)"
60,"('los', 1.7799233976307463e-11)","('mujer', 1.516012880917134e-11)","('hija', -2.1264288879951818e-13)","('hermana', -1.6697826111208243e-13)","('siendo', -1.611314397457022e-13)"
61,"('interpersonal', 1.4449208140505425e-11)","('sexual', 9.141334543445894e-12)","('se', 2.2274485626916293e-13)","('finales', -8.192995888852465e-14)","('registraron', -7.559784225113719e-14)"
62,"('los', 1.0437785479956541e-11)","('superior', 4.0915511582167285e-12)","('hoy', -4.038165422096705e-12)","('hp', 1.6083344692195113e-12)","('educacion', -6.640238341072682e-13)"
63,"('ied', 2.3605515393594203e-11)","('menor', -2.253172572797332e-11)","('aqui', 2.0722100900869666e-11)","('edad', -1.2018098120516834e-11)","('estan', -7.113669241127955e-12)"
64,"('nacional', 7.748308381058281e-12)","('institucion', 5.8147433640426505e-12)","('interior', -4.955832542869463e-12)","('hoy', -3.4333908490431688e-12)","('col', 3.8094914874914385e-13)"
65,"('fds', 1.8082572302164556e-11)","('trancon', -7.2007403397373625e-12)","('dorado', -1.8707612462034894e-13)","('las', 1.451170425220623e-13)","('placa', -1.0134760496789291e-13)"
66,"('dos', -1.2986622458152787e-13)","('de', -2.4977701043818447e-17)","('auxiliar', -2.2363096991430093e-17)","('la', -2.078626291387357e-17)","('policia', -1.84647056417148e-17)"
67,"('habitacion', 1.6548743858377956e-10)","('aqui', 1.5019402314938786e-10)","('parque', 1.217229383795369e-10)","('vez', 3.285561112848359e-11)","('anos', -2.4572445274831222e-11)"
