,feature1,feature2,feature3,feature4,feature5
0,"('eje', 4.772023283235019e-58)","('paz', 4.420892702604546e-58)","('corporacion', 4.185455470280058e-58)","('erradicacion', 4.026557191473628e-58)","('alli', 3.903385030055437e-58)"
1,"('nos', 2.821963097199853e-63)","('igual', 1.7779673089113986e-63)","('asi', 2.7426341981005267e-64)","('si', -5.1576978031886375e-65)","('derecha', -4.004463358360482e-65)"
2,"('los', 3.8290743400267904e-55)","('drogas', 3.659886820806405e-55)","('luis', 3.602169751844088e-55)","('garzon', 3.5724406763427195e-55)","('empezo', 3.527158667095649e-55)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('indignacion', 3.630499702893769e-63)","('nivel', 3.32909188265223e-63)","('unas', 2.924865651146509e-63)","('mal', 6.391734009640153e-64)","('bien', 6.078183583221813e-64)"
5,"('ano', 1.2167029333745112e-64)","('corrido', 1.152461899527893e-68)","('lo', 1.0705443215287552e-68)","('del', 9.86722323130766e-69)","('en', -5.038968959958697e-69)"
6,"('ramon', 1.4445581074835294e-60)","('los', 1.3235282424394525e-60)","('tribunal', 1.3203865354964406e-60)","('superior', 1.2322885074233697e-60)","('mas', 2.1777581875214217e-61)"
7,"('capital', 3.3154223769622904e-63)","('mujer', 2.833022633684355e-63)","('corrupcion', 2.809835610627116e-63)","('acosen', 1.0632007193024231e-64)","('de', 7.879235549778337e-65)"
8,"('nos', 2.2218109284405685e-63)","('ningun', 8.380706439496611e-64)","('favor', 6.0611216985744886e-64)","('localidades', -3.7918688017721594e-65)","('que', -2.810652779100221e-65)"
9,"('son', 1.4564757382082277e-60)","('los', 1.2614469107321152e-60)","('grafitis', 1.144474011197462e-60)","('cai', 1.062011452566974e-60)","('asco', 1.023341491939264e-60)"
10,"('fleteo', 2.8472581335765243e-96)","('que', -1.5433803395203966e-96)","('comerciante', 1.0568603582437186e-96)","('joyitas', 5.044142849300134e-97)","('denuncia', 3.1394161758347033e-97)"
11,"('los', 1.2396388348451084e-63)","('sexual', 7.607191811300899e-64)","('anos', 1.0786576426567073e-64)","('registraron', -1.9396928172622682e-65)","('se', -1.1793327980693115e-65)"
12,"('son', 8.26371954013556e-62)","('capital', 7.173823892822712e-62)","('plan', 6.176040854641104e-62)","('lugar', 6.087185183466125e-62)","('formas', 4.007113154755465e-63)"
13,"('los', 4.37056447199096e-62)","('rodriguez', 4.30966079291561e-62)","('mujer', 3.392830327103201e-62)","('dia', 2.691877367023673e-62)","('mas', 5.732519405653174e-63)"
14,"('persecucion', 6.170682663900023e-60)","('fontibon', 5.844719953598521e-60)","('los', 5.349220178991403e-60)","('atencion', 4.8160420172750296e-60)","('hurtos', -6.084828386301955e-61)"
15,"('unal', 1.1194497855862734e-62)","('vez', 7.054228539095385e-63)","('militar', 5.626600513830752e-63)","('ahi', 5.097938734306657e-63)","('anos', 1.0677974097550256e-63)"
16,"('los', 3.747895251142042e-60)","('uneb', 3.738222688591387e-60)","('mundial', 3.67465827244729e-60)","('inclusion', 3.548514224290005e-60)","('favor', 1.2478818021961715e-60)"
17,"('los', 2.3933055005874225e-63)","('vias', 2.0955668057222323e-63)","('con', -4.128112508014259e-65)","('el', -3.989236275265577e-65)","('las', 3.656544504802167e-65)"
18,"('nov', 5.597221533711269e-63)","('concejal', 4.880281441008297e-63)","('loc', 4.578013191723295e-63)","('dic', 2.2647707530163562e-63)","('libertador', -3.101686131473617e-64)"
19,"('feliz', 5.360878977452628e-62)","('hdp', 5.213596291318928e-62)","('celular', 3.3812668960670405e-62)","('y', -2.1505546637354632e-63)","('intento', -1.904105894234161e-63)"
20,"('drogas', 3.7392620142989497e-63)","('alcohol', 2.813331036761734e-63)","('calle', -5.998708078304279e-65)","('consumo', -3.5786746101055553e-65)","('oportunidades', -3.42044255680532e-65)"
21,"('los', 1.4946207174442975e-62)","('ciudad', 1.4168033417801262e-62)","('fin', 8.975845614196887e-63)","('van', 8.032314390350404e-63)","('muestre', -5.703521640188942e-64)"
22,"('veo', 1.795230120734059e-64)","('buses', 4.245245927775904e-68)","('mismos', 4.122967721000049e-68)","('esos', 3.671830187726196e-68)","('en', 2.8121439435456383e-68)"
23,"('lideres', 2.2588366980322954e-61)","('pan', 2.1017220809068805e-61)","('kennedy', 2.0448931071794764e-61)","('dia', 1.2532974387862922e-61)","('de', -1.1057239445252583e-62)"
