,feature1,feature2,feature3,feature4,feature5
0,"('eje', 1.4412540537154945e-08)","('corporacion', 1.3302302762885878e-08)","('erradicacion', 1.3249785485168163e-08)","('paz', 1.1811536159950302e-08)","('ano', 1.1388814125396722e-08)"
1,"('nos', 4.0281613790182255e-11)","('igual', 1.9936388147666855e-11)","('asi', 3.838843063119403e-12)","('si', -4.5385223306579034e-13)","('derecha', -3.614629671492782e-13)"
2,"('aqui', 4.9664012068238904e-08)","('drogas', 4.852658841052261e-08)","('hpta', 4.5748360871036587e-08)","('luis', 4.50755682446995e-08)","('los', 4.0557599953647475e-08)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('bus', -9.545774715824552e-12)","('mal', -5.567252273291658e-12)","('bien', 5.196369302563394e-12)","('unas', 3.989506571882156e-12)","('ser', 3.0703085977695584e-12)"
5,"('ano', 1.193282112034996e-11)","('corrido', 1.1302776805951927e-15)","('lo', 1.0499369681601448e-15)","('del', 9.677284943102269e-16)","('en', -4.941971748471552e-16)"
6,"('ramon', 3.618696371667883e-10)","('tribunal', 3.485250932239309e-10)","('los', 2.638922667275735e-10)","('superior', 1.1268437590989467e-10)","('mas', 1.0949565344338789e-10)"
7,"('capital', 2.1127706196574402e-11)","('mujer', 1.6508894138837352e-11)","('corrupcion', -1.101087307079147e-12)","('claramente', -3.3129458919378283e-13)","('donde', 2.813020938004775e-13)"
8,"('nos', 1.5472039977909464e-11)","('ningun', -1.508778349763733e-11)","('favor', 2.625382251726216e-12)","('localidades', 3.644359664699632e-13)","('habla', -2.7719255041727976e-13)"
9,"('son', 5.124926350541776e-11)","('los', 3.506733770506381e-11)","('dan', -2.8401727739671998e-11)","('grafitis', 1.5031478581474168e-11)","('asco', 5.340008792835349e-12)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('los', 1.329851421509181e-11)","('sexual', 8.546108664751084e-12)","('anos', -2.2316729464765616e-12)","('registraron', -1.241658096895228e-13)","('denuncias', 1.1428600315976766e-13)"
12,"('son', 1.2155518624495381e-10)","('capital', 9.483658455062652e-11)","('plan', 8.077034861144007e-11)","('lugar', -7.372998902826867e-12)","('asi', 6.161904656290486e-12)"
13,"('rodriguez', 1.538692779750185e-10)","('los', 1.1488563096614285e-10)","('mujer', 9.697898924691784e-11)","('mas', 4.5227603397871e-11)","('dia', 3.483817590686715e-11)"
14,"('atencion', 1.219323915845582e-09)","('persecucion', 1.2086679412828478e-09)","('fontibon', 1.1526630897516807e-09)","('los', 8.389539734949234e-10)","('hurtos', -9.935666883420049e-11)"
15,"('unal', 2.0103429354375938e-11)","('militar', -1.1940494394641578e-11)","('vez', 4.2513531411471365e-12)","('ahi', 3.3160663574462637e-12)","('anos', -2.329114365992034e-12)"
16,"('uneb', 8.900637015288706e-09)","('inclusion', 8.810695799379152e-09)","('mundial', 8.030863050943141e-09)","('los', 5.803083103908759e-09)","('mas', 2.173822283258069e-09)"
17,"('vias', 3.197020510062858e-11)","('los', 2.6790577395465285e-11)","('con', -3.7821966083271396e-13)","('el', -3.654186090196782e-13)","('las', 3.413512826601539e-13)"
18,"('dic', -7.518367682827407e-12)","('nov', 3.59518332652647e-12)","('concejal', 3.590379007819252e-12)","('loc', -1.3185831748576204e-12)","('mujeres', 1.3766323711702107e-13)"
19,"('feliz', 6.41554969470487e-10)","('hdp', 5.367230757643492e-10)","('celular', 4.792894610974438e-10)","('y', -2.2125409442130097e-11)","('intento', -1.959294334867613e-11)"
20,"('drogas', 2.2831327017067318e-11)","('alcohol', -1.0492528873006243e-12)","('calle', 2.3563089042681716e-14)","('consumo', 1.5804052415805973e-14)","('oportunidades', 1.440718725313417e-14)"
21,"('fin', 3.7148678611046476e-11)","('los', 3.472027381341468e-11)","('ciudad', 2.3126924140061375e-11)","('van', -1.692128772005258e-12)","('muestre', -6.869183094348325e-13)"
22,"('veo', 7.092039592968217e-13)","('buses', 1.6770803839442652e-16)","('mismos', 1.628774494158177e-16)","('esos', 1.4505530388128385e-16)","('en', 1.1109348020849075e-16)"
23,"('lideres', 1.582591755361642e-10)","('kennedy', 1.2397253100900986e-10)","('pan', 1.1376462694316683e-10)","('dia', 3.3924746882107554e-11)","('de', -4.0182079936398525e-12)"
24,"('cartel', 9.265522053098672e-10)","('son', 7.836808190942893e-10)","('estas', 5.8757898201148e-10)","('los', 5.658551002849961e-10)","('ver', -3.454193852103071e-10)"
25,"('bus', -3.9926868630765296e-11)","('celular', 3.183683686730841e-11)","('hombre', 2.49750167489241e-11)","('tres', 1.6874976781431497e-11)","('nunca', 1.3243134147288826e-12)"
26,"('los', 2.4769793808041504e-11)","('mujer', 2.1122723718209476e-11)","('mas', 1.0040500144491545e-11)","('veo', 3.8434054179938265e-12)","('cuando', -3.647811774577156e-13)"
27,"('denuncian', 0.0)","('nuevo', 0.0)","('caso', 0.0)","('de', 0.0)","('intento', 0.0)"
