,feature1,feature2,feature3,feature4,feature5
0,"('mujer', -0.022212075642962962)","('ano', 0.007228588990537059)","('paz', -0.006143947031266418)","('alli', -0.0007628768315894571)","('desde', -0.0002719215306687306)"
1,"('asi', -0.010950885644821991)","('igual', -0.00037262219929027766)","('por', -1.00844986274849e-05)","('no', -9.068902486629885e-06)","('algo', 5.078921480183896e-06)"
2,"('aqui', 0.09102556708872125)","('hpta', 0.08717121927341571)","('asco', 0.07165014794776554)","('desorden', 0.051150322051731804)","('luis', 0.04713869950894786)"
3,"('prohibido', 2.1968308649833334e-33)","('normas', -7.921141075076558e-34)","('pero', 7.220243801999042e-34)","('esta', 6.686371832647364e-34)","('esto', 2.4471238681151116e-34)"
4,"('indignacion', 0.010897960525214353)","('bus', -0.009033311905558809)","('mal', -0.0076170199066138205)","('ser', 0.00712249472605783)","('nivel', -0.004506840237795487)"
5,"('ano', 0.01636249873570828)","('lo', 2.6722302442529457e-06)","('del', 1.876439351764586e-06)","('en', 4.320063365088209e-07)","('corrido', 3.9491361173392584e-07)"
6,"('tribunal', 0.01922855395279753)","('ramon', 0.019136652477472763)","('superior', 0.012870167023943427)","('mas', -0.009595933358361163)","('los', -0.00031658536835766645)"
7,"('mujer', -0.010159284159992359)","('corrupcion', -0.0027898215160898437)","('capital', -0.000579712127626093)","('complice', -3.2962598424622654e-05)","('un', 2.566009733944355e-05)"
8,"('favor', -0.01194721515346356)","('ningun', -0.005905230142015149)","('por', -5.1695513209292906e-05)","('lado', -5.125913807001526e-05)","('nos', 3.393434363442713e-05)"
9,"('asco', 0.01858450970038966)","('dan', -0.013724144879906057)","('cai', 0.010850083994391035)","('grafitis', -0.005703547018411066)","('son', -0.002779098349674817)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('sexual', 0.006586092396803744)","('anos', -0.005157718897418654)","('los', -0.00017173733710839373)","('denuncias', 2.253074436466019e-05)","('registraron', 1.5122382752413021e-05)"
12,"('asi', -0.009834556466648763)","('lugar', -0.0029438683661305734)","('plan', -0.0012322571080604634)","('capital', -0.0008131721956991686)","('son', -0.0003228099766116487)"
13,"('mujer', -0.01690137292383002)","('mas', -0.003184063803478426)","('rodriguez', -0.000484464551613738)","('dia', 0.0001970587541667686)","('vulnerables', 4.766248768794221e-05)"
14,"('persecucion', 0.0017798548374254488)","('atencion', 0.0017073076802394558)","('fontibon', 0.0013306505119254984)","('los', -0.00022368471261252282)","('capturo', 7.465070787535678e-06)"
15,"('ahi', -0.005328923280480082)","('militar', -0.0052922147130980745)","('anos', -0.003544586387417104)","('vez', 0.001977568113829729)","('unal', -0.0005091562888786053)"
16,"('mas', -0.0090743862672901)","('favor', -0.007605512008847969)","('inclusion', 0.0013970385524719347)","('mundial', 0.0006250523680890154)","('uneb', 0.0005951844761394434)"
17,"('vias', -0.0056647772983648495)","('los', -3.6535826860577466e-05)","('normas', -2.8824990023134483e-06)","('entre', -2.1707108466157523e-06)","('en', -1.9889448538182056e-07)"
18,"('dic', -0.008581673963931655)","('loc', 0.0036535815236525687)","('concejal', -0.003292022770818414)","('nov', -0.0010454706433445343)","('el', -4.5107839744250075e-05)"
19,"('celular', 0.005264803270530485)","('hdp', -0.0022626066505238595)","('feliz', -0.0017121319681964525)","('el', 5.565181693141379e-05)","('robo', 4.8756947008133735e-05)"
20,"('alcohol', -0.00382044280056556)","('eloina', -9.798203143260513e-07)","('en', -9.181713211332531e-07)","('u', -8.41544350339107e-07)","('s', -6.894677219118525e-07)"
21,"('van', -0.0055366369269769485)","('fin', -0.003348569822457855)","('ciudad', -0.0018805193544883865)","('los', -4.996479210065777e-05)","('si', -2.0714210677674198e-05)"
22,"('veo', -0.004044757579974355)","('buses', -8.732730521998218e-07)","('mismos', -7.652824727974173e-07)","('esos', -6.752555252718384e-07)","('en', -4.794377695265828e-07)"
23,"('lideres', 0.022849823252659718)","('kennedy', -0.0030071095478497005)","('pan', -0.0018419672741263025)","('dia', -0.000883651850504901)","('con', -4.3446689756495806e-05)"
24,"('cartel', 0.031856587608929184)","('vean', 0.028082690172247075)","('farc', 0.021450497079956943)","('ver', 0.018586996981315825)","('son', -0.0031045728857534826)"
25,"('tres', 0.015312465017575966)","('celular', 0.009547973528474507)","('bus', -0.008272618881470052)","('hombre', -0.0015406869320453939)","('le', 6.981368197712387e-05)"
26,"('mujer', -0.008927323926359181)","('mas', -0.0037181269343215645)","('veo', -0.0027243766674122758)","('los', -6.994072465266221e-05)","('que', -4.351784862014559e-05)"
