,feature1,feature2,feature3,feature4,feature5
0,"('eje', 0.07286202363769659)","('paz', 0.05313124739239591)","('corporacion', 0.04495138412542296)","('erradicacion', 0.04386181972839242)","('mujer', -0.013675530623242976)"
1,"('nos', 0.003823974577539384)","('asi', -0.0033631460606219207)","('igual', 0.0019205307704082584)","('momento', -6.046715393351802e-05)","('de', 4.3052135083777443e-05)"
2,"('ciudad', 0.015805463860285657)","('asco', -0.015047429150916072)","('hpta', 0.010653924057385727)","('drogas', 0.010613141933195496)","('garzon', -0.005561350872180848)"
3,"('normas', -2.101123612095192e-34)","('pero', -1.186069037822288e-34)","('esta', 8.123782257477322e-35)","('prohibido', 5.904815651400016e-35)","('esto', -1.665144240931495e-35)"
4,"('bus', -0.0019137092670105079)","('nivel', 0.0013139791504652222)","('mal', -0.001194976852738405)","('ser', -0.0008469918067538605)","('bien', 0.0005196713072015563)"
5,"('ano', 0.0008471313150035194)","('en', 8.202258460419008e-08)","('corrido', 7.658179092351258e-08)","('lo', 5.5121115455158946e-08)","('del', 4.748455261837354e-08)"
6,"('tribunal', 0.010394744343647247)","('ramon', 0.010338243204714815)","('superior', 0.006966254088589809)","('los', 0.001104260222909099)","('ante', 0.0001909149331982045)"
7,"('mujer', -0.0006759192245569472)","('capital', -0.00026036206737002334)","('corrupcion', 0.00023239605534287249)","('deje', -1.6911131995531232e-06)","('y', 9.540612741259591e-07)"
8,"('ningun', -0.004306399129866482)","('nos', 0.0042422646825279525)","('favor', 0.0031435216191062214)","('que', 8.521619495203548e-05)","('localidades', 7.078157133398419e-05)"
9,"('son', 0.006217865319912985)","('asco', -0.004138648888056235)","('grafitis', -0.0029779804905342836)","('dan', -0.0021339858032176687)","('cai', -0.0015839990674381746)"
10,"('fleteo', -3.987742202776663e-34)","('joyitas', 3.571155267108274e-34)","('comerciante', 3.3297470376409246e-34)","('denuncia', 3.232500154309919e-34)","('que', -3.0873658914865338e-34)"
11,"('sexual', -0.001694446707196052)","('anos', -0.0006602266603334603)","('los', 0.00014393040183827694)","('de', 7.643338716461843e-06)","('se', 7.274559650687479e-06)"
12,"('son', 0.008496663252804834)","('asi', -0.003877756786207686)","('plan', -0.0033746917717687648)","('lugar', -0.002294812736310069)","('capital', -0.0005860375925075658)"
13,"('dia', 0.0020399559085498634)","('mujer', -0.0010200470602705544)","('los', 0.0003506846973006733)","('rodriguez', 0.0003453584084612313)","('mas', -1.1359179938162519e-05)"
14,"('fontibon', 0.028804538218241055)","('persecucion', 0.017496490396312386)","('atencion', 0.011092643092582757)","('los', 0.001663557530822779)","('una', 0.00036376554852179103)"
15,"('militar', -0.005704989796176155)","('unal', 0.003811632752799748)","('vez', -0.0011914887141257348)","('anos', -0.001083919695719073)","('ahi', -0.00024283081061444753)"
16,"('inclusion', 0.011747458977557912)","('uneb', 0.011622429264626874)","('favor', 0.008462026786789261)","('los', 0.0012427878305049957)","('mundial', 0.001009606233714499)"
17,"('vias', 0.003513639391015156)","('los', 0.0004442111954441053)","('febrero', -5.772425708643784e-06)","('con', 5.069502380015975e-06)","('de', 4.126399090029024e-06)"
18,"('dic', -0.003081244048240401)","('concejal', 0.0019748997421957914)","('nov', -0.0009800666519872731)","('loc', -0.0002689534162890786)","('policia', 3.186902160366251e-05)"
