,feature1,feature2,feature3,feature4,feature5
0,"('eje', 4.8053738076864776e-58)","('corporacion', 4.34999851110963e-58)","('paz', 4.1577753122507066e-58)","('erradicacion', 3.966871245706396e-58)","('mujer', 3.8352356843692e-58)"
1,"('nos', 2.806550538689351e-63)","('igual', 1.683074134265359e-63)","('asi', 2.446039121527692e-64)","('la', -5.256102980411711e-65)","('es', 4.446127744163972e-65)"
2,"('hpta', 3.481150753950644e-55)","('desorden', 3.461118268601095e-55)","('drogas', 3.452191840033282e-55)","('empezo', 3.418219274448424e-55)","('los', 3.388371351110556e-55)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('indignacion', 3.68503155604765e-63)","('nivel', 3.565531386740384e-63)","('unas', 3.1184135161292655e-63)","('mal', 7.536985797873894e-64)","('bus', -7.260845899924653e-64)"
5,"('ano', 1.2167183442290534e-64)","('en', 1.178074538874893e-68)","('corrido', 1.0999294702036791e-68)","('lo', 7.916939338795604e-69)","('del', 6.820114569454222e-69)"
6,"('ramon', 1.357987461753896e-60)","('los', 1.3517210369622475e-60)","('tribunal', 1.3185301231950948e-60)","('superior', 1.2070299567119384e-60)","('mas', 2.494156448336113e-61)"
7,"('capital', 3.3767355461167356e-63)","('corrupcion', 2.947937346651718e-63)","('mujer', 2.932493667110641e-63)","('diario', -1.1244721455505147e-64)","('deje', 9.569731604402195e-65)"
8,"('nos', 2.2043385217164063e-63)","('ningun', 8.253908573268443e-64)","('favor', 6.28448505396117e-64)","('danaron', -3.1074454495704907e-65)","('bogota', -2.1194356133346616e-65)"
9,"('son', 1.363099098421662e-60)","('los', 1.3112995519542616e-60)","('grafitis', 1.1959305771072451e-60)","('asco', 1.1025258043589263e-60)","('cai', 1.0817966560651268e-60)"
10,"('fleteo', 1.9387328634414702e-96)","('joyitas', -1.7361995145960216e-96)","('comerciante', -1.618833334894715e-96)","('denuncia', -1.5715545192155566e-96)","('que', 1.500994149302194e-96)"
