,class1,class2,class3,class4,class5
0,0.01933053416183854,0.5028754676569931,0.3237728396290781,0.13689296409143067,0.01712819446065792
1,0.019590819734757594,0.6190276059309182,0.262490439329229,0.08739718051678011,0.011493954488314903
2,0.06494889894759037,0.5245337631974382,0.26308408893980384,0.12294500812406062,0.024488240791105304
3,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
4,0.006872207849147011,0.824274385735516,0.14262474330956504,0.02346853895937627,0.002760124146395464
5,0.018859679538534166,0.625436405236809,0.24371492947170928,0.10199012891287415,0.009998856840073346
6,0.04605260774472128,0.51793823595606,0.29955820214392315,0.11539112467026318,0.021059829485030712
7,0.010859752911983914,0.7165153353517502,0.1866917714280233,0.07639825190335274,0.009534888404889523
8,0.013300282313910916,0.6451695637771864,0.27585991656365105,0.05707305388581773,0.008597183459434216
9,0.032462734791863526,0.5949067446610443,0.27448881782578116,0.0805494626195188,0.01759224010179208
10,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
11,0.01574848924965733,0.7452869634706824,0.16398384484581485,0.0664750818957118,0.008505620538133113
12,0.014921318511047025,0.6666775985244165,0.22118109738076844,0.08657329783839719,0.010646687745371877
13,0.009308135636824644,0.6867847573473271,0.21032140462902602,0.08636550718251969,0.007220195204303755
14,0.039657040166253245,0.484091746153369,0.2916878463816313,0.15214446414311616,0.03241890315563077
15,0.011137066274218432,0.7672217237677572,0.16712190220791465,0.047583085847483796,0.006936221902627501
16,0.02024422641191518,0.5483836639010924,0.2733785661350915,0.14541069798607742,0.012582845565823012
17,0.02425240885968494,0.5697946272656432,0.2738031673608234,0.11414901552297588,0.018000780990872434
18,0.016452039621827425,0.7185832392775082,0.20500378706766517,0.0502663522404839,0.00969458179251475
19,0.03106470797756103,0.36762588632629445,0.4432778040628993,0.1398136176497044,0.018217983983539982
20,0.03294087062344702,0.535179536299238,0.3106503759585394,0.10002683441908652,0.021202382699689687
21,0.019037236227384586,0.6167339416555824,0.26792056515763907,0.0839510315652345,0.012357225394157758
22,0.022601450735450453,0.6498332657114018,0.24226624932625412,0.07083781927369462,0.014461214953199584
23,0.030651402789260235,0.5460274217291216,0.30723334218968773,0.09859219547848595,0.01749563781344384
24,0.04424642246775375,0.562791363178436,0.2718437749846969,0.1005786481288485,0.020539791240263602
25,0.013645959457768291,0.6792465083109483,0.23683617454893452,0.0629771010423591,0.007294256639989714
26,0.011906756714736807,0.7036432684189055,0.20702081423130828,0.06887183944196103,0.008557321193088715
27,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
28,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
29,0.01993594404778091,0.5142856773362072,0.34639248170446124,0.10917095872933372,0.01021493818221695
30,0.027521600587235105,0.5541810432060786,0.29588466909523325,0.10488172630029684,0.017530960811154978
31,0.005756898316546806,0.7359262559232342,0.20661621127292418,0.04850738124290168,0.003193253244392814
32,0.01470538379318397,0.6737219911069419,0.24513417052021114,0.057029425111082374,0.009409029468580814
33,0.028082129690543727,0.5964218504371044,0.27668258312352234,0.0808405720779609,0.017972864670868383
34,0.033194762034082885,0.4047174717547436,0.4387020484266829,0.10207017987040667,0.021315537914084515
35,0.03591633794898849,0.5705222998578295,0.2580112607472533,0.11256954637043476,0.022980555075493934
36,0.02830853060851672,0.4083086253988275,0.398218675624172,0.1450329847937239,0.020131183574759442
37,0.012027096970499352,0.8551926312860668,0.09623889224283276,0.03108904999660074,0.005452329503999998
38,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
39,0.016420533265101265,0.5446363951872144,0.3570795248954573,0.07129595329625282,0.01056759335597532
40,0.014505799584296318,0.7669526324252668,0.15508148206246866,0.054411132082317695,0.009048953845649908
41,0.022527206103972134,0.597247625872382,0.3122782680073047,0.05606988583517433,0.011877014181166648
42,0.03270795190595278,0.5166429818678004,0.33028591139128916,0.09931032241554034,0.021052832419416547
43,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
44,0.008366108944218615,0.777063881638245,0.1677139289905089,0.041149685980455486,0.005706394446572023
45,0.02659844108839958,0.504078307042578,0.32281747212049067,0.1293163694081879,0.01718941034034292
46,0.018719784128741368,0.6876633418870196,0.20851179373889397,0.07348559939263805,0.011619480852707472
47,0.008565117564503726,0.6375777703851766,0.26866115370473487,0.07925460360932865,0.005941354736256234
48,0.02803549154145845,0.565466628659256,0.2804284257247272,0.10609680205971773,0.0199726520148405
49,0.025815221570910003,0.6300098815874138,0.19483983063353558,0.13005075868818639,0.019284307519953456
50,0.04790960522666435,0.4838822566396877,0.3201733885421223,0.12094616758712413,0.02708858200440138
51,0.012807618829450699,0.658796519577972,0.2657725963587962,0.05468159742024005,0.007941667813539836
52,0.012634488563014508,0.7898770982248962,0.156396348460644,0.03625459435981914,0.004837470391626183
53,0.012634851021329687,0.7524949572997508,0.168415851619405,0.05828437377183673,0.008169966287676925
54,0.03505881481049104,0.5538559558356467,0.28782491397779575,0.10407987419289913,0.01918044118316814
55,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
56,0.040421963367639174,0.4547667737827332,0.29936660366667417,0.17894901988052406,0.026495639302428573
57,0.03591633794898849,0.5705222998578295,0.2580112607472533,0.11256954637043476,0.022980555075493934
58,0.01936600949763271,0.7321805762623654,0.1813625551706217,0.05538041681677399,0.011710442252606396
59,0.003775312578798551,0.836586491646705,0.13541514696192983,0.0216274829508794,0.002595565861686405
60,0.010613849719434779,0.6872019599543399,0.20153664060394033,0.09097035369114748,0.009677196031137173
61,0.02391183511353569,0.6828028399733875,0.18527687615112473,0.09392751085465957,0.014080937907292541
62,0.025228509678702844,0.6567444062734388,0.22776108904446615,0.07406072072477718,0.01620527427861542
63,0.018466106450374952,0.7991893493605767,0.13493354839472743,0.041816933622386115,0.0055940621719361115
64,0.007571234962388765,0.8758377024466913,0.07513914499315594,0.036211140498501396,0.005240777099263578
65,0.030941313593147585,0.6262680327943446,0.22892021993751233,0.09395506533114635,0.019915368343849105
66,0.006592887991130528,0.7361490016584121,0.20503981011544087,0.04570381831519796,0.006514481919818462
67,0.014103237079183846,0.7050165524296759,0.21088863447835407,0.06163312701205469,0.008358449000733176
68,0.01979402053509631,0.5368738717635553,0.32698975650932166,0.10528980689854035,0.011052544293487312
69,0.025752445885608637,0.562762610607001,0.2781264954535457,0.11678361012584224,0.016574837928001636
70,0.024544169111781044,0.4828730536645913,0.36353019928638813,0.11043462323553661,0.0186179547017033
71,0.03873681870583636,0.441317360973463,0.3054512336917463,0.19129538160655493,0.023199205022397966
72,0.023099814545564083,0.6768609063609192,0.2137198549557518,0.07310430758491634,0.013215116552848507
73,0.008945253849782078,0.750983825209084,0.17864361417536895,0.05570381404634691,0.005723492719417977
74,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
75,0.0297157622739018,0.5813953488372093,0.26937984496124023,0.10077519379844958,0.018733850129198964
76,0.04341545316580086,0.4238347047912374,0.37309854217426625,0.1317017066010534,0.02794959326764143
77,0.024739103451463837,0.5926159670341736,0.278598135803024,0.0880504025590991,0.015996391152238883
78,0.014293994389455835,0.6684690583344374,0.250251355399038,0.05964552490231862,0.007340066974749365
79,0.019934377309182984,0.5378541512577408,0.3592978323923837,0.07033986631336196,0.012573772727331428
80,0.009893916380562159,0.8241589981915928,0.12598884893875456,0.034190159486386665,0.0057680770027040045
81,0.009893916380562159,0.8241589981915928,0.12598884893875456,0.034190159486386665,0.0057680770027040045
