,feature1,feature2,feature3,feature4,feature5
0,"('paz', 0.04901427378961265)","('mujer', -0.04399189318151686)","('eje', 0.035167491485747895)","('erradicacion', 0.013422667255630417)","('alli', -0.011108318653524837)"
1,"('asi', -0.05726923564083786)","('nos', 0.04351065012260473)","('igual', 0.01591240093806683)","('no', 0.0007385483140334465)","('derecha', 0.000493390097528133)"
2,"('ciudad', 0.07012468460367119)","('asco', -0.02971030972669082)","('garzon', -0.02413910484583556)","('luis', -0.020520694687376485)","('drogas', 0.011405267304454538)"
3,"('esta', 2.506765284202745e-32)","('prohibido', 1.0325984234326061e-32)","('pero', 8.384640542720163e-33)","('normas', 7.272232798552339e-33)","('esto', 7.15060857774939e-33)"
4,"('bus', -0.03904118033176348)","('mal', -0.02819429404662506)","('ser', -0.024474541745226293)","('nivel', 0.017145547092603915)","('unas', -0.0076378064720653265)"
5,"('ano', -0.02561121306697723)","('lo', -2.064263507193721e-06)","('corrido', -1.56905032804706e-06)","('en', -1.4866108441928898e-06)","('del', -6.947927658529436e-07)"
6,"('superior', 0.018346086343026678)","('ramon', 0.01715613724225403)","('tribunal', 0.016988871874079464)","('los', -0.012006024253929302)","('mas', -0.011564280743221097)"
7,"('mujer', -0.03671612920646676)","('capital', -0.02417935132046261)","('fue', -0.0007316690884572893)","('de', -0.0006836214984176013)","('corrupcion', -0.0006805186964425476)"
8,"('ningun', -0.0609169065731294)","('favor', 0.03949363918891266)","('nos', 0.03594407025020854)","('localidades', -0.0006041088059783354)","('danaron', 0.00045763243367856883)"
9,"('son', 0.12893743716272563)","('asco', -0.03312449088938347)","('grafitis', -0.031092854595076616)","('cai', -0.01921340016875818)","('dan', -0.01893821625174902)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('sexual', -0.07085025381364533)","('los', 0.04028040660312801)","('anos', -0.03762018166313549)","('de', -0.001488088232263752)","('a', -0.0005797795641970397)"
12,"('son', 0.09482935871974112)","('plan', -0.04543964045299363)","('asi', -0.03766159406458626)","('capital', -0.02596269983562552)","('lugar', -0.017700930947079866)"
13,"('mujer', -0.04461489090335041)","('mas', -0.016126838146588694)","('dia', 0.010498175231506523)","('los', 0.00690943366160361)","('rodriguez', 0.0042950112496632)"
14,"('fontibon', 0.04092061378309836)","('los', -0.027880740516026483)","('atencion', -0.014790021425163157)","('persecucion', 0.011150570535257321)","('capturada', 0.0005031703442292423)"
15,"('unal', 0.08556419884833028)","('militar', -0.07891638236821796)","('anos', -0.03090315041468136)","('vez', -0.028435077425793303)","('ahi', -0.015920778649866473)"
16,"('mas', -0.021113602657612265)","('favor', 0.018523600331453952)","('uneb', 0.013767376425793726)","('inclusion', 0.00887787349547318)","('mundial', -0.008402901698056476)"
17,"('vias', 0.01876836905013137)","('los', -0.016764444003002452)","('aseguramos', 0.00016901327072516129)","('transito', -0.00013237966023017624)","('en', 0.00011551059627055273)"
18,"('dic', -0.08524957835321957)","('concejal', 0.06345711750939077)","('nov', -0.01943608186982127)","('loc', -0.013415935066316281)","('mujeres', -0.001203775343981902)"
19,"('hdp', 0.0622884191179026)","('feliz', 0.04603991291013643)","('celular', 0.034538333633907445)","('una', 0.0010829316754040878)","('de', 0.0008949110561064186)"
20,"('drogas', 0.024617678618987976)","('alcohol', 0.013735753437445293)","('esta', 0.00012197485079599876)","('ni', 9.40679026068424e-05)","('falta', -8.650024268442455e-05)"
