,feature1,feature2,feature3,feature4,feature5
0,"('paz', 0.1852135865336015)","('mujer', -0.14890136368442802)","('eje', 0.11978626837967271)","('alli', -0.06775370714762619)","('ano', -0.042433409262564815)"
1,"('asi', -0.10976334296888647)","('nos', 0.06635312925837528)","('igual', 0.03508676994266655)","('se', 0.00037715516517029823)","('bogota', -0.0003329529482129634)"
2,"('asco', -0.11664577932731288)","('ciudad', 0.11245890657052962)","('luis', -0.0944819510729091)","('garzon', -0.08779615416828285)","('hpta', -0.08513138970954184)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('mal', -0.1022854105222304)","('bus', -0.06868551929140768)","('ser', -0.04242767233331286)","('nivel', 0.024890475970684837)","('unas', -0.024318286347439905)"
5,"('ano', -0.008880817776455397)","('lo', -6.969550547103575e-07)","('en', -6.05046345922273e-07)","('del', -5.781500102601677e-07)","('corrido', -2.4961293675086726e-07)"
6,"('mas', 0.07588140323240504)","('los', -0.06802917001981777)","('superior', 0.04596021771252004)","('ramon', -0.011871391683929563)","('tribunal', -0.010341897541474934)"
7,"('mujer', -0.06073017103707043)","('capital', -0.05254324718197936)","('corrupcion', -0.00499968907087166)","('fue', -0.0002899233149902696)","('barata', 0.0001604068608696054)"
8,"('favor', 0.1622886840759831)","('ningun', -0.15168622891543845)","('nos', 0.09556973997739787)","('visto', -0.0015628392256957246)","('cuentan', 0.0014022768871306207)"
9,"('son', 0.39150014854642395)","('asco', -0.18820314821253603)","('grafitis', -0.12768950103369253)","('cai', -0.0764853590298988)","('los', -0.044675822569368306)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('sexual', -0.11146172376767911)","('anos', -0.04347093991349112)","('los', -0.02233269063537011)","('en', -0.0005797805437448429)","('casos', -0.0005284374485985724)"
12,"('son', 0.20305740869518427)","('plan', -0.11675021929716668)","('asi', -0.09684802579922054)","('lugar', -0.06239156510269846)","('capital', -0.057121042606634365)"
13,"('mujer', -0.1139744978438881)","('dia', 0.04185036065535728)","('rodriguez', -0.03866680554176268)","('los', -0.026082465736311327)","('mas', -0.01627403587686517)"
14,"('los', -0.14836885276837597)","('fontibon', 0.07054258440481241)","('persecucion', -0.05433210985405615)","('atencion', -0.032380033842716635)","('banda', -0.002156939198828145)"
15,"('militar', -0.2163197016691715)","('unal', 0.11104786570652346)","('vez', -0.055320609850812524)","('anos', -0.04502842893779243)","('ahi', -0.024949882330132536)"
16,"('favor', 0.0968055914038625)","('mundial', -0.09579205568665398)","('inclusion', -0.06221447854442386)","('los', -0.04155241302483437)","('uneb', -0.03269211125861492)"
17,"('vias', 0.07205637673378378)","('los', -0.04729006104976129)","('entre', 0.00013571094282942183)","('ninos', 0.00011440922632575674)","('en', -9.689716283994757e-05)"
18,"('dic', -0.14985717223795011)","('nov', -0.07218762385687429)","('concejal', 0.06674427815646988)","('loc', -0.03188215801597426)","('de', 0.0016234250153981968)"
19,"('hdp', 0.16106185152711594)","('feliz', 0.08541800576717214)","('celular', 0.03675161210225025)","('no', 0.002173741647332886)","('una', 0.0014058506560670329)"
20,"('alcohol', 0.07490924050539524)","('drogas', 0.07084104999540136)","('falta', -0.0005661691763475433)","('o', 0.0004659080100325286)","('ni', -0.000385927905191528)"
21,"('ciudad', 0.20376318611961272)","('fin', -0.1573207827828233)","('los', -0.039040520469034744)","('van', 0.030129340698751148)","('sigan', -0.0008590011232942782)"
22,"('veo', 0.024965032427213436)","('esos', 4.819267426069636e-06)","('en', 4.580534257563255e-06)","('mismos', 4.066933024844421e-06)","('buses', 3.7385481703623928e-06)"
23,"('dia', 0.12181217434743034)","('pan', 0.1000101503568845)","('lideres', 0.039816867664650785)","('kennedy', -0.009239288799686537)","('en', -0.0011030262522868223)"
24,"('farc', -0.19957783382836983)","('son', 0.16147237860835617)","('los', -0.05460538405499106)","('estas', -0.05273799964581962)","('cartel', -0.0399949125633118)"
