,feature1,feature2,feature3,feature4,feature5
0,"('paz', -0.16631717451726433)","('ano', -0.06749323648647167)","('mujer', -0.05991462974973076)","('alli', -0.034211144919255705)","('eje', -0.014602389867164957)"
1,"('asi', 0.15074723195197)","('igual', -0.09066825638347692)","('algo', 0.00023439208581847856)","('por', -0.00019019042733928898)","('no', -0.00016470845230690513)"
2,"('ciudad', -0.1771362565110484)","('hpta', -0.11196783117377909)","('aqui', -0.10246786609886464)","('garzon', 0.0688923343781036)","('asco', 0.026558392021916323)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('bus', 0.18858300662721292)","('mal', 0.14050871241472135)","('unas', 0.020348509520139453)","('ser', 0.016178538816109794)","('indignacion', -0.012195537638039983)"
5,"('ano', -0.09120415206735558)","('lo', -1.48949434614039e-05)","('del', -1.0459225253366865e-05)","('en', -2.407992339408506e-06)","('corrido', -2.2012384342907924e-06)"
6,"('superior', 0.034824668290666404)","('mas', 0.029336748711948486)","('tribunal', -0.017828018659337096)","('ramon', -0.01779821844725564)","('los', 0.012717044733493032)"
7,"('mujer', -0.03586677340544446)","('corrupcion', 0.02599211473425283)","('capital', 0.010231054136831745)","('complice', -0.0002847205559073046)","('por', -0.0002695553097511994)"
8,"('ningun', 0.20008770797385403)","('favor', -0.10616145449077341)","('nos', 0.00015925453286120677)","('por', -0.0001504941840145169)","('lado', -0.00014225272549197224)"
9,"('son', -0.1290518706342502)","('grafitis', 0.11683985792494749)","('asco', 0.04910521299053419)","('dan', 0.040163866912930335)","('cai', -0.01615503246190665)"
10,"('comerciante', 3.2954905310352884e-32)","('joyitas', 2.914806911056549e-32)","('denuncia', 1.7775698082482247e-32)","('que', 1.4694613686642844e-32)","('fleteo', -1.0186827878481717e-32)"
11,"('sexual', 0.0564889520930922)","('anos', 0.05193498601893971)","('los', 0.01191061966507567)","('denuncias', -7.221495031556464e-05)","('registraron', -3.455106962457601e-05)"
12,"('asi', 0.12327795162418505)","('lugar', 0.08246892642828943)","('son', -0.046697567635435984)","('plan', 0.04313091452841839)","('capital', 0.013474512244060379)"
13,"('dia', -0.11217875907788478)","('mujer', -0.08158000264101262)","('mas', 0.019321159976585456)","('rodriguez', -0.015985136858225227)","('los', 0.010153749084229653)"
14,"('atencion', -0.08751914502352404)","('los', 0.02321924878536295)","('fontibon', -0.0217080064467599)","('persecucion', 0.0023848227240036704)","('capturo', 0.00015810754382544574)"
15,"('militar', 0.19682530312298616)","('unal', -0.06174007754866805)","('ahi', -0.059833870516577375)","('anos', 0.04510023997393612)","('vez', -0.020773268194110368)"
16,"('favor', -0.06304112771499779)","('uneb', -0.04190143800386627)","('mas', 0.04132870221785658)","('mundial', -0.03141524766833537)","('inclusion', -0.030485067291011275)"
17,"('vias', -0.12274178489562725)","('los', 0.011408184820705516)","('en', -4.5842125338712485e-05)","('normas', 7.05429485063801e-06)","('entre', -1.814982874070939e-06)"
18,"('dic', 0.14952117520052358)","('concejal', -0.1424040536996147)","('loc', -0.04230943476925199)","('nov', 0.026714519057587073)","('sigue', -9.697779022369677e-05)"
19,"('celular', -0.15547828535459826)","('feliz', -0.09575681496407418)","('hdp', -0.06286797080213788)","('quitarme', -0.0015130238334442644)","('el', -0.001491507369217098)"
20,"('alcohol', -0.05953128405683914)","('eloina', -1.5267853623742185e-05)","('en', -1.4307220546046365e-05)","('u', -1.3113196135019887e-05)","('s', -1.0743492559169179e-05)"
21,"('ciudad', -0.10128028721490863)","('van', -0.021345525473369514)","('fin', -0.013037255488402373)","('los', 0.011054329925450595)","('se', 4.94545752729861e-05)"
22,"('veo', 0.026463052714496636)","('buses', 5.713437791358846e-06)","('mismos', 5.006903385105965e-06)","('esos', 4.417897045176899e-06)","('en', 3.1367484249491604e-06)"
23,"('dia', -0.11972359857353986)","('lideres', -0.05205624890159846)","('kennedy', -0.04946242635869566)","('pan', 0.0021817707681189005)","('atracadores', 3.44643879911078e-05)"
24,"('farc', 0.07895606453620857)","('son', -0.06708291084077662)","('ver', -0.05448304725718314)","('cartel', -0.03673295829671618)","('estas', 0.03033953341168049)"
25,"('bus', 0.26071288596731473)","('celular', -0.20078525305240535)","('tres', -0.06221889946151415)","('hombre', 0.010119851267722746)","('insulten', -0.0004461760614878327)"
26,"('mujer', -0.03097102144399438)","('veo', 0.02879362379855765)","('mas', 0.024018668930049763)","('los', 0.011814116795282794)","('acosan', 0.00012680701072609275)"
27,"('denuncian', 0.0)","('nuevo', 0.0)","('caso', 0.0)","('de', 0.0)","('intento', 0.0)"
28,"('muy', 0.0)","('seguramente', 0.0)","('el', 0.0)","('propietario', 0.0)","('esta', 0.0)"
29,"('celular', -0.2032877357329899)","('cuando', -4.0817222294988744e-05)","('lo', -3.8243844838071354e-05)","('a', -3.425696096487081e-05)","('uno', -2.7547224022758893e-05)"
30,"('tal', -0.15144699226049466)","('sin', 0.05997657115095085)","('comparacion', -0.05174233679594964)","('anos', 0.04840111381458965)","('ver', -0.04344132646984531)"
31,"('mas', 0.026041125673881105)","('cada', 6.891717015239045e-06)","('que', 6.001262977995266e-06)","('encantaria', 5.721200379456548e-06)","('me', 5.6613452263966594e-06)"
32,"('van', -0.022213000777576528)","('de', -5.820925726463134e-06)","('homofobia', -5.056121024667019e-06)","('victimas', -4.891158102373932e-06)","('hay', -3.80207547159515e-06)"
33,"('tweet', -0.0869694512394911)","('cai', -0.018792981573180125)","('demostracion', 0.013804771726853108)","('los', 0.011299904106819848)","('via', -0.009104183616726257)"
34,"('son', -0.15827580712662423)","('gran', -0.05117165595772128)","('muchos', 0.0006658745289521076)","('minimo', -0.0005179367635809762)","('un', -0.0005135327565909377)"
35,"('los', 0.012204626365842316)","('bogota', 2.8425611868666986e-06)","('es', 2.761138744079964e-06)","('movilizarse', 2.6220552163759806e-06)","('en', 1.6173777150911534e-06)"
36,"('vial', -0.15088119159579785)","('ciudad', -0.09267266750688974)","('los', 0.009847541612138713)","('mejorar', -0.0005102668360594299)","('la', -0.0003701564573806918)"
37,"('menor', 0.24417019463943215)","('fue', 4.2367894474394295e-05)","('atacado', 3.5854888466515114e-05)","('tijeras', 2.8931246031306278e-05)","('con', 1.9448233268349977e-05)"
38,"('en', 0.0)","('trabajamos', 0.0)","('para', 0.0)","('que', 0.0)","('las', 0.0)"
39,"('esmad', -0.08602469889248525)","('usen', -0.00903838308405007)","('criminales', -7.547413280478299e-05)","('autonomia', 2.3440933266268688e-05)","('entre', 1.0683460871175456e-05)"
40,"('menor', 0.24755723624529305)","('capital', 0.020686863855128683)","('horror', -0.010066103958120695)","('de', -0.0001924542787900763)","('bogota', -0.00013716890643866267)"
41,"('ruin', -0.06248952875202829)","('arma', -0.02258235449473972)","('es', -9.305442366732776e-06)","('poco', -5.118377361238509e-06)","('incultas', -1.238947769338772e-06)"
42,"('ciudad', -0.10645088616665159)","('los', 0.011225622516233703)","('donde', -3.840785821873789e-05)","('si', 1.215296539755796e-05)","('falta', 1.0365496367842655e-05)"
43,"('dira', 2.630310719888136e-32)","('policia', 1.7809564659620006e-32)","('como', -1.1715240285880407e-32)","('la', -1.0602783408549611e-32)","('que', -2.16346547709156e-33)"
44,"('bus', 0.22898052723900408)","('estan', 0.05330737528109441)","('los', 0.009570682582972237)","('buen', -0.005359036890034698)","('sean', 0.0005777075833898147)"
45,"('bici', -0.14209971792311424)","('ciudad', -0.08950369383621744)","('los', 0.00956842476592169)","('no', -0.000456391211192798)","('seguridad', 0.0003510830282887769)"
46,"('hp', 0.056188288519475243)","('mas', 0.02573473784479575)","('los', 0.012107315486604354)","('lado', 4.302367090827139e-05)","('personas', 6.135853400850539e-06)"
47,"('paz', -0.11236724407564995)","('ano', -0.08989279181026245)","('mil', 0.0363347701482696)","('mas', 0.022822375050093924)","('casas', 5.56862199400747e-05)"
48,"('interior', 0.1372974573022771)","('movil', -0.07225299033696547)","('licor', -0.06333554983933729)","('los', 0.023867661386735323)","('respeten', -0.00011826014344630648)"
49,"('informacion', 0.09999399878631825)","('los', 0.01163669418597743)","('del', 4.475975383678498e-05)","('delitos', 3.595595660388039e-05)","('de', 1.0868719463659632e-05)"
50,"('ciudad', -0.10924697334938863)","('desorden', 0.012588550875324584)","('los', 0.011690012578076506)","('y', 4.71893864822119e-05)","('vendedores', 2.0381919905134214e-05)"
51,"('celular', -0.17098392942699586)","('sur', -0.10599649489151276)","('arma', -0.015117154045706658)","('los', 0.008630375344763892)","('coronavirus', -0.0066340320786244)"
52,"('pais', -0.1276013883006401)","('medellin', 0.05719320547609421)","('cali', -0.054434605098761135)","('edad', 0.00645195424632958)","('las', 0.00018565065039863383)"
53,"('asi', 0.1306860025826221)","('sin', 0.04608542182673247)","('manos', 0.032386461636340846)","('encontrar', 0.00031686678166662857)","('tipo', -0.0002623902548372211)"
54,"('florez', 0.06133061851559551)","('son', -0.06053512191201034)","('medellin', 0.059676854128988314)","('ya', 0.00011770512875856079)","('delincuentes', -9.370192064840199e-05)"
55,"('drogos', 0.0)","('inmundos', 0.0)","('basofias', 0.0)","('sociales', 0.0)","('vandalos', 0.0)"
56,"('drogadiccion', 0.06996667992304366)","('son', -0.0564778729408963)","('mil', 0.03583411003563282)","('tv', 0.02166638284813155)","('actor', -0.014248174024340258)"
57,"('los', 0.012204313614135166)","('un', 2.3750653407343763e-06)","('sobrepoblado', 1.9432134249119198e-06)","('toxico', 1.5326012003948906e-06)","('inseguro', 1.2970358886694338e-06)"
58,"('mal', 0.09234954747622535)","('drogadiccion', 0.061707148090563956)","('antro', 0.053569537989842084)","('corrupcion', 0.010889310591923154)","('costoso', 0.0003738383804870772)"
59,"('ladron', 0.10102364643947247)","('estacion', 0.07657776348271729)","('mujer', -0.018751062568349575)","('un', 0.0002928399504310546)","('de', -0.00015345146401268004)"
60,"('mujer', -0.14042818797893158)","('los', 0.009875978251177878)","('ya', -7.858322945962051e-05)","('hija', 4.988069503616764e-05)","('de', 3.712988856762657e-05)"
61,"('sexual', 0.05588778897941566)","('interpersonal', 0.011023536263814707)","('mujeres', -5.616643076756556e-05)","('finales', -3.160514883411455e-05)","('para', -2.968293993817987e-05)"
62,"('hoy', 0.10814189302829201)","('hp', 0.07865647970904759)","('educacion', 0.07203517085072353)","('los', 0.029679331203032268)","('superior', 0.025559048792444538)"
63,"('menor', 0.25590924212861665)","('aqui', -0.08837436510192093)","('estan', 0.07299906060437847)","('ied', -0.05817070875114397)","('cai', -0.020238572553769322)"
64,"('col', 0.09633585555338854)","('hoy', 0.08036139827378162)","('interior', 0.07507585376493944)","('institucion', 0.052450978061116725)","('nacional', 0.023225337522767533)"
65,"('trancon', 0.21148344873755154)","('les', 6.203128800861506e-05)","('parece', 5.0651880294178636e-05)","('no', 5.039500251781227e-05)","('que', 4.3975822994948075e-05)"
66,"('dos', -0.017371940477831912)","('policia', -4.000664576721422e-06)","('la', -3.750361195736582e-06)","('auxiliar', -3.0146153913058335e-06)","('de', -2.91321013959663e-06)"
67,"('lugar', 0.09670667948648416)","('aqui', -0.08960100526128797)","('habitacion', -0.06723480533584743)","('anos', 0.04576586071990115)","('parque', 0.0376967662081555)"
68,"('celular', -0.19971298036766447)","('andar', -0.02762108110386915)","('robaron', -0.0001148026505710019)","('por', -0.00011321035594952239)","('borracha', -0.00011040934887927617)"
69,"('volver', -0.04102077448721621)","('van', -0.022350498697237015)","('a', -9.082342203901072e-06)","('estos', -6.21309117650543e-06)","('captura', -6.0620880083494295e-06)"
70,"('movil', -0.07399538628181361)","('son', -0.0631608099821405)","('bronx', 0.05473922257669371)","('esos', -7.753451979978157e-05)","('la', 4.678905015087823e-05)"
71,"('celular', -0.1952346452588449)","('adiccion', -0.044597602371173474)","('kawaii', -0.04438686867090218)","('los', 0.008869917716680857)","('nueva', -0.0002902686880496252)"
72,"('peor', 0.09889939308444788)","('ahi', -0.06073897573944115)","('sin', 0.05037564981093615)","('manos', 0.03402749124450162)","('los', 0.031483205811438195)"
73,"('asi', 0.14325485769326463)","('operaba', 2.2229333262115526e-05)","('banda', 2.101770604448477e-05)","('la', 1.860752240846727e-05)","('temible', 1.4712288657530595e-05)"
74,"('dedicada', 6.435171305095379e-32)","('desarticulan', 6.033817356679234e-32)","('cosquilleo', -3.50272432697466e-32)","('banda', 2.69863598201754e-32)","('al', -1.7438754795477978e-32)"
75,"('la', 0.0)","('calle', 0.0)","('taponada', 0.0)","('por', 0.0)","('semaforos', 0.0)"
76,"('santi', -0.08815682739036794)","('lo', -2.3198643901844045e-05)","('haga', -1.9297176986512084e-05)","('que', -1.7435736281979228e-05)","('todo', -1.3006292700386358e-05)"
77,"('seguir', 0.10331843465292649)","('man', -0.07202579199681906)","('imbecil', -0.04865761016625153)","('una', 4.5143657680678755e-05)","('la', -3.782492861503973e-05)"
78,"('usted', -0.16818676556590986)","('ano', -0.07797881152005727)","('van', -0.016331593647993872)","('com', -0.013599003362229151)","('los', 0.008476927113901115)"
79,"('ciudad', -0.19063946458163814)","('mas', 0.0204765859372769)","('opcion', -0.016142198781218187)","('real', 0.0012190027419387121)","('en', 0.00010282222417167416)"
80,"('hoy', 0.13439598624913246)","('ley', 0.05172361234827674)","('edad', 0.008029034822672108)","('estudiantes', -4.532557809461801e-05)","('ustedes', -2.350301327838619e-05)"
81,"('hoy', 0.13447148023190464)","('ley', 0.051725597208364)","('edad', 0.007975110601551708)","('derogaron', 0.00010876349177409684)","('armados', -2.5230033310369712e-05)"
82,"('mente', 1.1481286910993016e-31)","('el', 9.202375193193261e-32)","('en', 8.323959610170031e-32)","('tenian', 2.6722517984485783e-32)","('seguramente', 8.490391789147827e-33)"
83,"('accion', -0.14629467352716974)","('hoy', 0.14284535913507304)","('tres', -0.07315983695370276)","('los', 0.025646558529427106)","('delincuencial', 0.022254762811917954)"
84,"('dias', 0.05727209205569201)","('los', 0.01227998867540004)","('como', 1.7800467051926233e-05)","('la', 1.4612147402096422e-05)","('una', 1.2690276149553147e-05)"
85,"('da', 0.06631168148107833)","('asco', 0.05319162847590059)","('mas', 0.027539799040877493)","('los', 0.02417509117539405)","('ataca', -1.1402718672673952e-05)"
86,"('conozca', 0.0)","('la', 0.0)","('historia', 0.0)","('de', 0.0)","('pareja', 0.0)"
87,"('los', 0.01220466461111493)","('del', 2.326215046310297e-06)","('rojos', 1.3459931156857672e-06)","('cayeron', 1.0700241416989866e-06)","('senalados', 3.4910484483868826e-07)"
88,"('medellin', 0.05832154142652404)","('de', 1.2526756727932234e-05)","('que', 1.0007236271092095e-05)","('habitante', 8.892311583758514e-06)","('descaro', 8.13341416400898e-06)"
89,"('distrital', 0.07908069342184262)","('comision', -0.056554773495180226)","('administracion', -0.05108947404317616)","('mes', 0.02810487682392113)","('caida', 0.00023194115219280043)"
90,"('hoy', 0.13341979290853692)","('dia', -0.11958162024530856)","('da', 0.06731562602192506)","('los', 0.011850063882496535)","('mejor', 0.009556731082657447)"
91,"('nacional', 0.04352734678609745)","('la', 9.666284770735244e-06)","('de', 8.95530258436874e-06)","('estudiantes', 8.122734240497039e-06)","('universidad', 7.577666649115334e-06)"
