,feature1,feature2,feature3,feature4,feature5
0,"('eje', 1.5738723649557184e-37)","('corporacion', 1.4094801566868951e-37)","('erradicacion', 1.3556069111127867e-37)","('alli', 1.1845562409558306e-37)","('paz', 1.0875102958025598e-37)"
1,"('nos', 9.36279206547083e-41)","('igual', 6.912735501509541e-41)","('asi', -2.1573317701605612e-41)","('si', -2.321520615529344e-42)","('derecha', -9.613035447466047e-43)"
2,"('luis', 8.47816214277799e-32)","('aqui', 8.443632913558112e-32)","('hpta', 7.98230083116835e-32)","('desorden', 7.90540098340186e-32)","('garzon', 7.821013588161083e-32)"
3,"('prohibido', -1.2064084302016412e-73)","('normas', -9.429181821860269e-74)","('pero', 7.618237238320513e-74)","('esta', 5.143963516206254e-74)","('esto', 3.8165772152829e-74)"
4,"('indignacion', 7.826005037366249e-40)","('unas', 6.507305588082486e-40)","('nivel', 5.842128922874825e-40)","('ser', 4.606536921332957e-40)","('bien', 2.9662864301544603e-40)"
5,"('ano', 3.550602506507129e-42)","('corrido', 3.3631332652088744e-46)","('lo', 3.1240800421207943e-46)","('del', 2.879469308188386e-46)","('en', -1.47048020751195e-46)"
6,"('ramon', 1.1912824733007308e-37)","('tribunal', 1.08745117347651e-37)","('superior', 1.0522996918352923e-37)","('los', 1.0210145839674874e-37)","('mas', 2.0969635925430837e-38)"
7,"('corrupcion', 9.346663133862321e-42)","('capital', 8.399836108378932e-42)","('mujer', 3.16428734786383e-43)","('vulneren', 1.704228779763952e-43)","('en', -1.1860048209405506e-43)"
8,"('nos', 4.0551450802610246e-41)","('ningun', 4.772892299404001e-42)","('favor', -5.228087564402283e-43)","('localidades', -1.0045400652985265e-43)","('lado', -8.491585927233815e-44)"
9,"('son', 3.7112126531822373e-38)","('los', 3.149040930778843e-38)","('asco', 3.049390646731482e-38)","('cai', 3.0006153031969494e-38)","('grafitis', 2.6446497857359757e-38)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('los', 4.514492889357437e-41)","('sexual', 2.6008356501808536e-41)","('anos', 1.3006551537454308e-41)","('registraron', -6.94510885291583e-43)","('se', -5.413664276211759e-43)"
12,"('son', 3.2602807091908587e-40)","('lugar', 2.0320803273003044e-40)","('plan', 1.946986800498703e-40)","('capital', 1.903137994790832e-40)","('asi', -9.972582691039134e-41)"
13,"('los', 2.0445800866844955e-40)","('rodriguez', 2.0346735789022284e-40)","('dia', 8.336508486745001e-41)","('mas', 4.068187238258771e-41)","('defensora', -7.201343005725568e-42)"
14,"('persecucion', 1.342252626357336e-38)","('fontibon', 1.274462256441527e-38)","('los', 1.1652845781180572e-38)","('atencion', 9.970077820244405e-39)","('hurtos', -1.2002878458338114e-39)"
15,"('unal', 1.5699924237076698e-40)","('vez', 7.14319278002003e-41)","('militar', 5.038013858645921e-41)","('anos', 4.1764196885552643e-41)","('ahi', 3.334667325022886e-41)"
16,"('uneb', 2.5450843825208756e-38)","('los', 2.461207295267896e-38)","('mundial', 2.4330505739340197e-38)","('inclusion', 2.4196277281167443e-38)","('mas', 3.247475420382211e-39)"
17,"('los', 2.96273745005925e-41)","('vias', 1.4507334282616826e-41)","('con', -2.660430950207051e-43)","('el', -2.564349958928654e-43)","('las', 2.417306659435757e-43)"
18,"('nov', 1.1406429607538187e-40)","('loc', 1.108106724150386e-40)","('concejal', 8.925430433303072e-41)","('dic', 1.0340791630565668e-41)","('libertador', -5.54932923147404e-42)"
19,"('feliz', 1.5364562711007878e-39)","('hdp', 1.4955861377368084e-39)","('celular', 1.1207505357906083e-39)","('y', -6.472981938423689e-41)","('intento', -5.771580237684807e-41)"
20,"('drogas', 8.829203782526439e-41)","('alcohol', 5.560417543698843e-41)","('calle', -1.1462437337847304e-42)","('consumo', -6.825533252140316e-43)","('oportunidades', -6.527388614249862e-43)"
21,"('los', 1.599874163105062e-40)","('ciudad', 1.4614886715024762e-40)","('fin', 6.27430967856349e-41)","('van', 5.212402490256325e-41)","('muestre', -4.542848982482655e-42)"
22,"('veo', 5.689339453559851e-42)","('buses', 1.345378782778659e-45)","('mismos', 1.3066270808391153e-45)","('esos', 1.1636551833960761e-45)","('en', 8.912083917463519e-46)"
23,"('lideres', 2.512245429369564e-39)","('pan', 2.1694143227291972e-39)","('kennedy', 1.3424326087172142e-39)","('dia', 8.479071560737933e-40)","('de', -9.215702404085317e-41)"
24,"('cartel', 5.084074468342385e-36)","('son', 4.8812223642155565e-36)","('estas', 4.46428123439405e-36)","('los', 4.2899522313268654e-36)","('farc', 4.289867476126599e-36)"
25,"('hombre', 1.4949118830028365e-40)","('celular', 1.2743770579195859e-40)","('tres', 1.1837157641528623e-40)","('bus', -2.816705061983776e-41)","('nunca', 6.578744871597754e-42)"
26,"('los', 5.862949887850927e-41)","('veo', 4.525986128224125e-41)","('mas', 1.0385798883531926e-41)","('mujer', 1.05684889611784e-42)","('cuando', -9.042807583598732e-43)"
27,"('denuncian', 0.0)","('nuevo', 0.0)","('caso', 0.0)","('de', 0.0)","('intento', 0.0)"
28,"('seguramente', 1.7964824148510352e-73)","('propietario', 5.846065494426019e-74)","('esta', 5.284958497534663e-74)","('el', -3.7276339660180634e-74)","('muy', 2.2700050222162107e-74)"
29,"('celular', 7.772635618611217e-42)","('a', 2.1263024320261363e-45)","('uno', 1.7246483538514285e-45)","('cuando', 1.2571952852770305e-45)","('lo', 8.463526772069323e-46)"
30,"('tal', 9.778492416651918e-39)","('los', 9.077129461800829e-39)","('comparacion', 8.958823222388107e-39)","('ver', 6.658714064201147e-39)","('sin', 4.225304152116797e-39)"
31,"('mas', 5.3942953031198386e-43)","('cada', 1.1872993965168114e-46)","('que', 1.0736661924666923e-46)","('encantaria', 1.069889431093843e-46)","('me', 1.0240130501515027e-46)"
32,"('van', 1.1660436008358197e-42)","('homofobia', 3.0481147766269885e-46)","('de', 2.6228438658460182e-46)","('victimas', 2.3846825473156005e-46)","('hay', 2.1739426964552767e-46)"
33,"('los', 3.448224497322502e-39)","('demostracion', 3.3235856301172806e-39)","('tweet', 3.2797136613824537e-39)","('cai', 3.0777608969472695e-39)","('via', -7.135137344674482e-40)"
34,"('son', 1.5071975395873412e-40)","('gran', 1.262962796044412e-40)","('ese', -4.320109590390922e-42)","('porcentaje', 3.566393348992958e-42)","('su', 3.562316835228431e-42)"
35,"('los', 1.7336998876344482e-41)","('bogota', 4.013472378337312e-45)","('es', 3.7324689432048756e-45)","('movilizarse', 3.6026982323637016e-45)","('en', 3.003017345638188e-45)"
36,"('los', 5.0250616730708e-40)","('vial', 4.580302349123213e-40)","('ciudad', 4.434629412986824e-40)","('proyectos', -2.1210897579403782e-41)","('claves', -2.0497940816486448e-41)"
37,"('menor', 1.653273900958195e-42)","('con', 3.576938218535105e-46)","('tijeras', 2.8153383845844695e-46)","('fue', 2.133573175337787e-46)","('atacado', 1.061583357559327e-46)"
38,"('en', 0.0)","('trabajamos', 0.0)","('para', 0.0)","('que', 0.0)","('las', 0.0)"
39,"('usen', 1.507423261042376e-41)","('esmad', -2.525567541435573e-42)","('esta', 6.883455976918251e-44)","('deja', 4.267544940550198e-44)","('raaaattttto', -3.3890292305643495e-44)"
40,"('horror', 2.493834084025932e-41)","('capital', 1.8359774991847133e-41)","('menor', 1.2217104016912925e-41)","('caso', -3.322974788096246e-43)","('panico', -3.2418036656217245e-43)"
41,"('ruin', 3.920434393231652e-41)","('arma', 2.5796441279196434e-41)","('un', -7.858495133139417e-43)","('bagazo', -5.8703774917821e-43)","('hecha', -5.3197659317965776e-43)"
42,"('los', 7.74363830801807e-41)","('ciudad', 7.126361638862457e-41)","('genera', -1.4014635586658047e-42)","('precauciones', -1.1397890072969836e-42)","('zonas', -8.398040548534884e-43)"
43,"('que', 2.2222050757857242e-73)","('la', 1.949567615491129e-73)","('como', 1.422624368747462e-73)","('dira', 6.420347982479039e-74)","('policia', 5.468849232507695e-74)"
44,"('los', 1.763616577481583e-41)","('buen', 5.5237170749661174e-42)","('bus', -3.205854251627436e-42)","('estan', -3.2023539933451066e-42)","('estaciones', 2.394161029975536e-43)"
45,"('los', 2.191799430625738e-40)","('ciudad', 2.003836313130188e-40)","('bici', 1.7304642427424695e-40)","('es', -1.2150059922021614e-41)","('o', 6.56965562315127e-42)"
46,"('los', 5.719066378858112e-41)","('hp', 4.412119091654037e-41)","('mas', 1.0153068056663201e-41)","('revolucionarios', -1.0295397732016604e-42)","('casa', -8.856148459526194e-43)"
47,"('paz', 2.3052168743868835e-41)","('ano', 1.8926140300167297e-41)","('mil', 1.2803790562913324e-41)","('mas', 5.6915654802027186e-42)","('este', -7.054459078943244e-43)"
