,feature1,feature2,feature3,feature4,feature5
0,"('mujer', -0.07589912138610666)","('ano', 0.047826212737287405)","('paz', -0.023964622887710712)","('eje', -0.00728267032370883)","('alli', -0.0013308665819800269)"
1,"('asi', -0.06750636651113666)","('igual', -0.002969190556368518)","('izquierda', -0.00011303996325440885)","('las', -0.00010096264442853365)","('consecuencias', -9.500561897107512e-05)"
2,"('hpta', 0.16039929069661754)","('aqui', 0.1457099962525989)","('luis', 0.12458037937310175)","('asco', 0.10539906619795936)","('garzon', 0.09802180573422076)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('mal', -0.055021241218669525)","('bien', -0.04403395575119811)","('indignacion', 0.033945370912376455)","('bus', -0.02897448100245547)","('ser', 0.017680245943876228)"
5,"('ano', 0.11844171536552572)","('del', 1.3233203579699312e-05)","('en', 1.1669622220707658e-05)","('lo', 1.143031058568893e-05)","('corrido', 1.0704405952508304e-05)"
6,"('mas', -0.1774982140159694)","('ramon', 0.15281624855400638)","('tribunal', 0.15104477722279047)","('superior', 0.11061701132224946)","('los', 0.0171699177296436)"
7,"('mujer', -0.025124334493552378)","('corrupcion', -0.01954845927777249)","('capital', -0.015590430727103545)","('a', 0.0004150577805857272)","('en', -0.0002963010594997089)"
8,"('favor', -0.040226390722378776)","('ningun', -0.029484689617063638)","('varias', -0.00033767210547851987)","('nos', -0.00028587421459321346)","('por', -0.0002801810109718834)"
9,"('dan', -0.06302266568044149)","('grafitis', -0.04872666677279651)","('asco', 0.025010821941793826)","('los', 0.006365426325100656)","('porqueria', 0.0013971759214928684)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('sexual', -0.016246109892725284)","('los', 0.0074389880218402775)","('anos', -0.006644064040272263)","('y', 8.372674660611381e-05)","('violencia', -7.860916253119569e-05)"
12,"('asi', -0.053501476328473206)","('capital', -0.01566246383068348)","('lugar', -0.010386083012908906)","('son', 0.005795720756613746)","('plan', 0.0018936617546159908)"
13,"('mujer', -0.04158785411273566)","('mas', -0.03232439446487402)","('dia', -0.003727341574574834)","('los', 0.0032478668990236705)","('rodriguez', 0.0012859366161023643)"
14,"('atencion', -0.017171344469775494)","('fontibon', -0.014038225930762017)","('los', 0.01030515565797264)","('persecucion', -0.008870400172684336)","('aire', -0.000518566640316844)"
15,"('ahi', -0.043572770839829855)","('vez', 0.027558302908541756)","('militar', -0.017572226133240748)","('anos', -0.0035705473804976346)","('unal', -0.00256359643586207)"
16,"('mas', -0.05815928913308964)","('favor', -0.01927056399532095)","('uneb', -0.0037441719562777325)","('mundial', -0.003272897363202346)","('los', 0.002217612697998837)"
17,"('los', 0.01536167350280981)","('vias', -0.00956285464802332)","('seguros', 4.407980048235856e-05)","('cumplimiento', -2.6525605194908576e-05)","('de', -2.2715083356203943e-05)"
