,feature1,feature2,feature3,feature4,feature5
0,"('mujer', -0.1601918001548136)","('paz', 0.11440702690018921)","('alli', -0.023970409093841818)","('eje', 0.01652164880686683)","('ano', -0.011364668125727586)"
1,"('asi', -0.13399502817391035)","('igual', 0.07348581783306433)","('algo', -0.0002726263404597067)","('por', 0.00022776917664130253)","('no', 0.00019517438869698765)"
2,"('ciudad', 0.24619313185344108)","('garzon', -0.09252082962160303)","('asco', -0.08504741123888741)","('luis', -0.07787484748534071)","('desorden', -0.05175977781460529)"
3,"('prohibido', 3.5149293839733335e-32)","('normas', -1.2673825720122492e-32)","('pero', 1.1552390083198467e-32)","('esta', 1.0698194932235782e-32)","('esto', 3.9153981889841785e-33)"
4,"('bus', -0.13203285735071582)","('mal', -0.08197574001237488)","('ser', -0.05261143881820637)","('bien', -0.02532322259593558)","('nivel', 0.021876737030299343)"
5,"('ano', 0.01893239159281518)","('lo', 3.0919305313632106e-06)","('del', 2.171152779450618e-06)","('en', 4.998572201883766e-07)","('corrido', 4.569387147659674e-07)"
6,"('mas', -0.027329462920813785)","('superior', -0.027014225007663692)","('los', -0.012485611598167282)","('tribunal', -0.004747745437038159)","('ramon', -0.004732184140912085)"
7,"('capital', -0.06952323663912618)","('mujer', -0.047031681915775635)","('corrupcion', 0.017445302199795353)","('complice', -0.00020905979560945838)","('un', 0.00012429977707640493)"
8,"('ningun', -0.15764037252426719)","('favor', 0.09025313880691374)","('por', 0.00014279969765746114)","('nos', -0.0001421085756432918)","('lado', 0.000136015899976092)"
9,"('son', 0.15382612464251208)","('grafitis', -0.10432966449109672)","('asco', -0.06347575418690571)","('cai', 0.015156816386126124)","('los', -0.01175492489060558)"
10,"('comerciante', 3.2954905310352884e-32)","('joyitas', 2.914806911056549e-32)","('denuncia', 1.7775698082482247e-32)","('que', 1.4694613686642844e-32)","('fleteo', -1.0186827878481717e-32)"
11,"('sexual', -0.13165013705034942)","('anos', -0.021643921161314757)","('los', -0.011495388214849647)","('denuncias', -0.00015986101025053265)","('registraron', -0.00011812523839387612)"
12,"('asi', -0.10297946644051793)","('plan', -0.0917073652675898)","('son', 0.06239161793834348)","('capital', -0.05828639964805368)","('lugar', -0.03972231317420557)"
13,"('mujer', -0.11936407902131596)","('dia', 0.1186504107923618)","('rodriguez', -0.04049615870150041)","('mas', -0.02880975007064345)","('los', -0.011272958410083645)"
14,"('atencion', -0.0967551428648258)","('persecucion', -0.03056536024041109)","('los', -0.02359681819259949)","('fontibon', 0.0020399135337959757)","('menos', -9.825330942257054e-05)"
15,"('militar', -0.1732991123110347)","('unal', 0.06923626817419468)","('ahi', 0.04905683272901343)","('anos', -0.0223555751358848)","('vez', 0.008860555425842633)"
16,"('mas', -0.06829194993816519)","('inclusion', -0.052516851877063134)","('favor', 0.04287745290614093)","('los', -0.012542067207303293)","('mundial', -0.011939957963241307)"
17,"('vias', 0.0639194509775798)","('los', -0.011913528325625766)","('en', 2.1389193973089504e-05)","('normas', -2.9436402130340856e-06)","('entre', 5.62526740518456e-07)"
18,"('concejal', 0.1394602734326098)","('dic', -0.09959597491549677)","('loc', 0.05314670111290753)","('nov', -0.02300175130301232)","('sigue', 0.00013691168098034476)"
19,"('celular', 0.11164688043096585)","('hdp', 0.0793212963822018)","('feliz', 0.051700172728581795)","('el', 0.0014613789001294436)","('robo', 0.0013784941018106624)"
20,"('alcohol', 0.09895465940561732)","('eloina', 2.5378677431989007e-05)","('en', 2.3781884745245035e-05)","('u', 2.1797142087872306e-05)","('s', 1.785815078365143e-05)"
21,"('ciudad', 0.13004644320387115)","('fin', -0.10128850211606297)","('van', 0.028252517345595342)","('los', -0.011620069098463465)","('pagamos', 0.00013438691402533687)"
22,"('veo', -0.005504390803110023)","('buses', -1.1884114343160152e-06)","('mismos', -1.0414502530142007e-06)","('esos', -9.189352463209016e-07)","('en', -6.524526617645551e-07)"
23,"('dia', 0.12982142475578898)","('kennedy', 0.038042328544088594)","('pan', 0.017134249699741425)","('lideres', 0.016696780280044322)","('comunales', 0.0001625555864115273)"
24,"('farc', -0.08712962488034595)","('son', 0.08325676114148697)","('ver', 0.039857607097652036)","('estas', -0.024902955437764825)","('cartel', -0.023951070016265022)"
25,"('bus', -0.1907078152645278)","('celular', 0.15581296117494026)","('tres', 0.027749678587872036)","('hombre', -0.005267581565518727)","('insulten', 0.0004573594121714714)"
26,"('mujer', -0.04406165848958127)","('mas', -0.028467981311142775)","('los', -0.011871502745193233)","('veo', -0.002452655508380863)","('acosan', 6.333595916768214e-05)"
27,"('denuncian', 0.0)","('nuevo', 0.0)","('caso', 0.0)","('de', 0.0)","('intento', 0.0)"
28,"('muy', 0.0)","('seguramente', 0.0)","('el', 0.0)","('propietario', 0.0)","('esta', 0.0)"
29,"('celular', 0.15602831815349946)","('cuando', 3.132821821948278e-05)","('lo', 2.935308796796257e-05)","('a', 2.6293056908359397e-05)","('uno', 2.1143169402639303e-05)"
30,"('tal', 0.17340323224088483)","('ver', 0.04456373534111114)","('comparacion', -0.038698263198779566)","('sin', -0.028607063111473045)","('los', -0.025735549723667216)"
31,"('mas', -0.028719372262641308)","('cada', -7.600508095088233e-06)","('que', -6.618473704619401e-06)","('encantaria', -6.3096075624526085e-06)","('me', -6.243596498115006e-06)"
32,"('van', 0.02980019405355638)","('de', 7.809152755047617e-06)","('homofobia', 6.783117202394428e-06)","('victimas', 6.561808647890027e-06)","('hay', 5.1007330344499154e-06)"
33,"('tweet', 0.09849835261232406)","('via', 0.05528387207955131)","('cai', 0.019768338700606607)","('demostracion', -0.011903171157121981)","('los', -0.01140988767483089)"
34,"('son', 0.19664622389752945)","('gran', 0.07847802364250149)","('muchos', -0.0009688587004883962)","('minimo', 0.0007437704442024569)","('un', 0.0007381821024719931)"
35,"('los', -0.012272678575998081)","('bogota', -2.858411124872674e-06)","('es', -2.7765346757868188e-06)","('movilizarse', -2.6366756272998567e-06)","('en', -1.6263961090029491e-06)"
