,feature1,feature2,feature3,feature4,feature5
0,"('paz', 0.1723641641588477)","('ano', -0.06283057575932217)","('mujer', 0.04412839720537155)","('alli', -0.03339074672996884)","('eje', -0.017592876847293576)"
1,"('asi', -0.050165200915083086)","('igual', -0.008415992296618291)","('izquierda', -0.00019665361511090498)","('las', -0.00017204868141968267)","('consecuencias', -0.00016161565528658714)"
2,"('aqui', -0.03787266143780285)","('desorden', -0.01613361525089861)","('ciudad', -0.006045953143411406)","('hpta', -0.005537898073943845)","('garzon', 0.0021483263068534284)"
3,"('normas', -6.793299833992796e-33)","('esto', 5.655458821806138e-33)","('esta', 5.345227573892729e-33)","('prohibido', 3.958872862332139e-33)","('pero', 2.4220925774334357e-33)"
4,"('bien', -0.011439947710048628)","('ser', -0.010803638089999157)","('nivel', -0.007701793297611591)","('bus', -0.004751379512057386)","('mal', -0.00204042157744949)"
5,"('ano', -0.031046453513787105)","('del', -3.4687444243076764e-06)","('en', -3.0588917315153342e-06)","('lo', -2.9961623331029347e-06)","('corrido', -2.8058850783366744e-06)"
6,"('mas', -0.048797488580029746)","('superior', -0.0356238248876664)","('tribunal', 0.006795030508835266)","('ramon', 0.006463474075676423)","('los', 0.0045282725103358845)"
7,"('capital', 0.0745946195449523)","('mujer', 0.017417291621388803)","('corrupcion', -0.014739656443943004)","('piden', 0.00028329005344497583)","('no', 0.00023959442192905117)"
8,"('ningun', -0.05201353200975893)","('favor', -0.00993303734047683)","('nos', 3.7173057611391476e-06)","('varias', 2.5258223520763577e-06)","('por', 9.785634374672474e-08)"
9,"('dan', -0.03786280374596486)","('grafitis', -0.030256060472735467)","('asco', 0.010325693684730356)","('los', 0.006827360974413852)","('cai', -0.0031663399063537804)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('anos', -0.04814777610074848)","('los', 0.005599971147228643)","('sexual', -0.005280733045151236)","('se', -0.00013519875459998794)","('solamente', 0.00010271095363479874)"
12,"('asi', -0.08383971509983223)","('capital', 0.03547795622032314)","('lugar', -0.03024634201411291)","('son', 0.015363108643543422)","('objetivos', -0.0010523361159702597)"
13,"('mas', -0.06227894984660292)","('dia', -0.022323423967515705)","('mujer', 0.015396860800030415)","('los', 0.005270720129922838)","('rodriguez', 0.0033877510521344066)"
14,"('persecucion', 0.17370643193644664)","('fontibon', 0.16130016044965448)","('atencion', -0.09838762167480058)","('los', 0.03613380342013377)","('capturada', 0.0021455317447739114)"
15,"('anos', -0.053206709645728795)","('vez', 0.037204258171234135)","('ahi', -0.01634572284049123)","('militar', 0.006506828745761125)","('unal', -0.001979499997078017)"
16,"('mas', -0.07285860345568966)","('favor', -0.005928034491498666)","('mundial', -0.004013272441940358)","('uneb', -0.003960650186358622)","('los', 0.002734555850913609)"
17,"('los', 0.017663848034659164)","('vias', 0.008220516383262773)","('seguros', 0.00010168792433813193)","('cumplimiento', -5.766000535139896e-05)","('de', -4.9228825125308964e-05)"
18,"('concejal', -0.02774754739860937)","('dic', -0.005839630850704283)","('loc', -0.003904603175474286)","('nov', -0.0010739127624006981)","('estudiantes', -0.00017964178543160593)"
19,"('celular', -0.041713078188158254)","('feliz', -0.013779062307597328)","('hdp', -0.004713794089728703)","('triste', 0.0005072844578923916)","('intento', -0.0002958908915677615)"
20,"('alcohol', -0.010720043673329793)","('s', -2.6014179931081192e-06)","('en', -2.422023307316334e-06)","('u', -2.2781973802574695e-06)","('eloina', -2.226531429259898e-06)"
21,"('fin', -0.03340123915762022)","('ciudad', -0.014783658600164262)","('los', 0.007270097491287827)","('van', 0.002455568376184842)","('a', -0.00040779666214448365)"
22,"('veo', 0.0011035552906648591)","('esos', 2.3978541596657894e-07)","('mismos', 2.1019313311800372e-07)","('buses', 1.711782879256927e-07)","('en', 1.28391167976608e-07)"
23,"('dia', -0.05668473946106035)","('kennedy', 0.035878026250538375)","('pan', -0.01658057925857984)","('lideres', 0.0053626896011733476)","('atracadores', 0.0005649862988795165)"
24,"('cartel', -0.049918801095062325)","('ver', -0.029062470879103824)","('farc', 0.01705334884473617)","('los', 0.007794438615412786)","('vean', 0.005568161251956984)"
25,"('celular', -0.06930596926562141)","('tres', 0.036709610467972595)","('bus', -0.029729906105025555)","('tarde', 0.0015065028726862426)","('masadelante', 0.00142820077999364)"
26,"('mas', -0.07365477176587987)","('mujer', 0.011375341978226889)","('los', 0.0064823136688109345)","('encima', 0.00031398398515319453)","('de', -0.00029076133166070774)"
27,"('de', 9.575119931507408e-33)","('nuevo', 3.6290815491953e-33)","('caso', -2.98292689179901e-33)","('intento', -1.5684358388920214e-33)","('denuncian', 3.470177021738614e-34)"
28,"('muy', 0.0)","('seguramente', 0.0)","('el', 0.0)","('propietario', 0.0)","('esta', 0.0)"
29,"('celular', -0.06738200402302785)","('a', -1.5017567422822184e-05)","('uno', -1.3086223204320713e-05)","('cuando', -1.266238053845451e-05)","('lo', -1.1198653534028481e-05)"
30,"('anos', -0.024936286232746015)","('comparacion', -0.024911594273521926)","('los', 0.00805114170410424)","('tal', -0.007589284387220601)","('ver', -0.005951941296348074)"
31,"('mas', -0.0587122806641853)","('que', -1.734714931946893e-05)","('encantaria', -1.6646428078004288e-05)","('me', -1.2416039249507984e-05)","('cada', -1.1446029060119093e-05)"
32,"('van', 0.011051982095314621)","('homofobia', 2.90444164712991e-06)","('de', 2.777098981070264e-06)","('victimas', 2.4069981748708167e-06)","('hay', 2.074110523403328e-06)"
33,"('los', 0.007505951174013735)","('cai', -0.007136795625179434)","('via', -0.005582219647823687)","('tweet', -0.005374865004830599)","('demostracion', -0.00033138422145291075)"
34,"('gran', -0.05175401516200766)","('son', -0.004071551082116342)","('pero', -0.00027452147243554203)","('con', -0.00022642480817054226)","('causadas', 0.00021988097821719674)"
35,"('los', 0.014108601406382476)","('en', 3.624224446990079e-06)","('movilizarse', 3.3092857620517817e-06)","('bogota', 2.8008712070466393e-06)","('es', 1.7965901113506453e-06)"
36,"('ciudad', -0.027089535707838196)","('los', 0.008291044735767597)","('vial', -0.007216152006091875)","('como', 0.00022705391108471978)","('para', 0.00022501166011865595)"
37,"('menor', -0.0628520365686417)","('tijeras', -1.174964965516935e-05)","('fue', -1.0803426148255382e-05)","('con', -8.288578279212204e-06)","('atacado', -3.2919644781156938e-06)"
38,"('para', 1.1255971771254934e-32)","('en', -5.19683338776417e-33)","('trabajamos', 4.703541862512967e-33)","('que', 2.287058934955055e-33)","('las', -3.6716645559405097e-34)"
39,"('esmad', -0.04493274013062112)","('usen', 0.00966152224782431)","('universidad', -0.00025387351748977103)","('invocan', 0.0002306909277463979)","('quiere', -0.00022862310321491584)"
40,"('menor', -0.09605312863154067)","('capital', 0.04180857676704737)","('horror', -0.00490328373274009)","('un', -0.0017461804569397694)","('caso', 0.0012654541332291183)"
41,"('arma', -0.030313904359257196)","('ruin', -0.003512119541241738)","('es', -2.2305704974362443e-05)","('personas', -1.8463112832598742e-05)","('al', 8.226622896884455e-06)"
42,"('ciudad', -0.022055790797297956)","('los', 0.009368759344998187)","('donde', 9.839677424139704e-05)","('falta', 9.062033036067344e-05)","('panico', -7.230964421679487e-05)"
43,"('la', 0.0)","('policia', 0.0)","('dira', 0.0)","('que', 0.0)","('como', 0.0)"
44,"('estan', -0.04364268680160438)","('bus', -0.03133666245997501)","('buen', 0.008292041888015137)","('los', 0.003373195948539434)","('en', 0.00048333817955738707)"
45,"('bici', -0.02703479453232086)","('ciudad', -0.017954770996511202)","('los', 0.006534798125582059)","('robo', -0.00012705390068688092)","('porque', -0.00011214443287006689)"
46,"('mas', -0.04301118356293052)","('hp', -0.02845899770755977)","('los', 0.004828051947769056)","('drogarse', 0.0005271893732800131)","('revolucionarios', -0.00047249209206393615)"
47,"('mas', -0.07275767893544567)","('paz', 0.048829812546016836)","('ano', -0.025167752096296663)","('mil', -0.006990769050870999)","('casas', 0.0011533118437705933)"
48,"('movil', 0.03212443552366055)","('interior', -0.02688179157389762)","('los', 0.026493316240253927)","('licor', 0.008989435472895886)","('hecho', 0.0008035487733346881)"
49,"('informacion', -0.0335674907870324)","('los', 0.006063299454177659)","('prevenir', -0.00017504763077882566)","('de', 0.00013693453752588685)","('a', 0.00011105877722296254)"
50,"('desorden', -0.026086840143698626)","('ciudad', -0.020374547696675193)","('los', 0.00847368636481651)","('un', -0.00012572836097821984)","('populismo', 8.584525635828981e-05)"
51,"('celular', -0.08350844579290925)","('sur', 0.047802373143828646)","('arma', -0.025207406860865787)","('coronavirus', -0.02309892498839105)","('los', 0.004928093353786889)"
52,"('edad', -0.03837939454354409)","('cali', -0.008381530078766164)","('pais', -0.00830371434588795)","('medellin', -0.004934067349783112)","('personas', 0.00035903605935525196)"
53,"('asi', -0.04543421716238492)","('sin', -0.008869653066990814)","('manos', -0.0030610953848592363)","('han', -0.00028378756604257915)","('no', -0.0002755450385670828)"
54,"('medellin', -0.025229398079365157)","('son', 0.02041367795423771)","('florez', 0.0034227398595083774)","('universidades', 0.00038858079291502327)","('debe', -0.0003880385386685698)"
55,"('drogos', 1.0603099864977957e-32)","('basofias', 1.0298512676057326e-32)","('vandalos', 8.626413544200292e-33)","('sociales', 3.6454221144111754e-33)","('inmundos', 1.9898042322282465e-33)"
56,"('actor', -0.024606032746475874)","('son', 0.018476568352833688)","('mil', -0.014801207956437515)","('tv', -0.008342805245179644)","('drogadiccion', -0.006866378196413333)"
57,"('los', 0.014108201631851945)","('sobrepoblado', 2.5377966790743953e-06)","('inseguro', 2.4367245455526444e-06)","('un', 2.1380366160077054e-06)","('toxico', 1.9204742843286873e-06)"
58,"('corrupcion', -0.010749564141471655)","('mal', -0.008686914661297887)","('drogadiccion', -0.004703457691598557)","('antro', -0.004550570829766631)","('de', -0.000206110081100654)"
59,"('ladron', 0.03423567246436241)","('mujer', 0.029364289389060574)","('estacion', -0.006918395055305811)","('de', -0.00019111925180414593)","('atropellada', -0.00014403171810573406)"
60,"('mujer', 0.04808868725436538)","('los', 0.009451325834033176)","('hija', 0.00017442380296528603)","('violencia', -0.0001069496968884072)","('media', 9.124810050980841e-05)"
61,"('interpersonal', 0.008103883163539674)","('sexual', -0.0006030201902908661)","('para', -9.399278726029916e-05)","('violentadas', 6.1031082210738114e-05)","('muertes', -5.7292029974933756e-05)"
62,"('hp', -0.04155973596130748)","('superior', -0.022082413407071684)","('educacion', -0.0074378734084072085)","('los', 0.0035629559815781894)","('hoy', -0.002247531490801012)"
63,"('edad', -0.011734184640115533)","('aqui', -0.011018474761366075)","('menor', -0.010290066219403565)","('estan', -0.008563306446632559)","('marzo', -0.000748553230808573)"
64,"('interior', -0.02011971437027698)","('col', -0.018182305748284187)","('nacional', -0.01151255443332089)","('institucion', -0.006132000379532557)","('hoy', -0.0033225924300529642)"
65,"('trancon', -0.04654697289538356)","('parece', -1.413217379834315e-05)","('no', -1.1985688141105558e-05)","('que', -9.486663716914467e-06)","('les', -7.0800908965817365e-06)"
66,"('dos', 0.04447208162702289)","('policia', 9.306798194366643e-06)","('auxiliar', 8.439544261760048e-06)","('la', 8.035253622793606e-06)","('de', 6.364760566643706e-06)"
67,"('aqui', -0.05331587283505784)","('anos', -0.03802493459766754)","('vez', 0.02732682689766848)","('dos', 0.024142120379232333)","('lugar', -0.0164430313507072)"
68,"('celular', -0.04251327445173376)","('andar', -0.022314723337545535)","('el', -0.0006301962120797874)","('por', -0.0005211718441980823)","('me', -0.00025471826884194493)"
69,"('volver', 0.027225685509319166)","('van', 0.010519229405880307)","('a', 2.4760637666987925e-05)","('cuando', 2.401286136120916e-05)","('estos', 1.867447307132539e-05)"
70,"('movil', 0.04299690462857349)","('bronx', 0.037353989208253)","('son', 0.012427096512341973)","('y', 0.0007517306026574418)","('plagados', -0.0005802126198360437)"
71,"('celular', -0.0852870151408093)","('los', 0.00528224793573797)","('kawaii', -0.0005334768173500933)","('adiccion', -0.0003711363904400592)","('grave', -0.00036235216123050895)"
72,"('peor', -0.01816225675643611)","('los', 0.012189744147289556)","('social', -0.011200033571528184)","('sin', -0.010742870277022126)","('ahi', -0.008661045027062622)"
73,"('asi', -0.05813745927115015)","('banda', -7.2512212048137305e-06)","('temible', -6.2160631972491995e-06)","('operaba', -5.227727075538837e-06)","('la', -5.022077464549675e-06)"
74,"('desarticulan', 0.0)","('banda', 0.0)","('dedicada', 0.0)","('al', 0.0)","('cosquilleo', 0.0)"
75,"('la', 0.0)","('calle', 0.0)","('taponada', 0.0)","('por', 0.0)","('semaforos', 0.0)"
76,"('santi', -0.00962905502504448)","('todo', -1.9332028552124908e-06)","('que', -1.8105779677505467e-06)","('haga', -1.7212584313344035e-06)","('lo', -1.668677733114852e-06)"
77,"('man', -0.02008255540814307)","('seguir', -0.014697729892664654)","('imbecil', -0.0066173220122137805)","('su', -0.00020662727198950468)","('pasado', 0.00015046086767862913)"
78,"('ano', -0.0317018490428777)","('usted', -0.02747482635517417)","('com', -0.009054506593697133)","('los', 0.005715656418837052)","('van', 0.003223856881606787)"
79,"('mas', -0.0474102109856735)","('ciudad', -0.008438930434081489)","('opcion', -0.002161971935013078)","('real', 0.0006913704289913445)","('como', -0.0002302278889447147)"
80,"('edad', -0.059650505593336504)","('ley', -0.005061869018393512)","('pregunto', 0.00014392892322992538)","('violaron', 7.273430047150285e-05)","('derogaron', 7.141282593071413e-05)"
81,"('edad', -0.05947365979063637)","('ley', -0.004727619431839299)","('pregunto', -0.00017008265278267655)","('a', -0.00013612504710157675)","('derogaron', -0.00012382127098814352)"
82,"('seguramente', 3.0437898676182873e-32)","('en', 1.5993880019226473e-32)","('mente', 1.4755048717209358e-32)","('tenian', 1.2357900218708817e-32)","('el', 6.805236368605652e-33)"
83,"('accion', 0.23508412998480396)","('tres', 0.15215206936969244)","('cc', 0.07422532250827912)","('los', 0.018885742137339328)","('delincuencial', -0.00795934315365798)"
84,"('dias', -0.05756001908597171)","('los', 0.0065711737744014315)","('verdad', -0.0002763777106909032)","('matado', 0.0001746179210080105)","('manosean', 0.000166198620027988)"
85,"('mas', -0.05984830496382132)","('da', -0.016720158608190514)","('los', 0.008143130142006799)","('asco', 0.0037998391437635165)","('quieren', -0.00043432973313593283)"
86,"('conozca', 0.0)","('la', 0.0)","('historia', 0.0)","('de', 0.0)","('pareja', 0.0)"
87,"('los', 0.014108285819906138)","('cayeron', 2.536449981445753e-06)","('del', 1.9127509595231057e-06)","('rojos', 1.781510149928489e-06)","('senalados', 1.1002165650945445e-06)"
88,"('medellin', -0.02586965002134724)","('que', -5.972052989875431e-06)","('habitante', -5.734281051862485e-06)","('descaro', -5.582234862406716e-06)","('de', -2.807169091088388e-06)"
89,"('administracion', -0.05646116821697545)","('mes', 0.04037650989181818)","('distrital', -0.016756006400045556)","('comision', -0.002614171690402426)","('bogota', 0.00039316692669230825)"
90,"('mejor', -0.02642960188784121)","('da', -0.013997397750346084)","('dia', -0.013061920447262518)","('hoy', 0.005208736786075687)","('los', 0.004673133570692502)"
91,"('nacional', -0.0024557934277607816)","('estudiantes', -6.856340618678739e-07)","('de', -5.809779673459339e-07)","('universidad', -4.537085102091601e-07)","('la', -4.147438855415118e-07)"
92,"('favor', -0.0009213965139645075)","('luminarias', -2.26364635911139e-07)","('la', -2.0459785696621636e-07)","('calle', -1.9034868807984774e-07)","('de', -1.6993481972083697e-07)"
93,"('celular', -0.020186605166205643)","('ser', -0.019543814397189063)","('lider', -0.0114050970270128)","('los', 0.0014801425734326855)","('social', -0.0014403768688102043)"
94,"('ser', -0.0298942296977588)","('dias', -0.019417424509932377)","('temor', -0.009532558721178204)","('ahi', -0.007325602844213409)","('mujer', 0.005294828836787869)"
95,"('poblacion', -0.07381649819144971)","('ilegal', 0.06722159771561141)","('pais', -0.030124574412539996)","('y', 0.001190317255719222)","('sobre', 0.0011354906554043986)"
