,feature1,feature2,feature3,feature4,feature5
0,"('erradicacion', 0.013580030260676427)","('corporacion', 0.013546475430067088)","('mujer', -0.012267731880148553)","('eje', 0.008919093915207697)","('alli', 0.003994304955193245)"
1,"('nos', 0.03202028326186996)","('asi', -0.028283299530597574)","('igual', -0.011783126712457103)","('no', 0.0003629813754652842)","('derecha', 0.0002202486791348063)"
2,"('ciudad', -0.014856491996762106)","('drogas', 0.011989546302115685)","('hpta', 0.010468151609284437)","('luis', 0.008464630197327176)","('asco', -0.007060172225821871)"
3,"('esta', 6.266913210506863e-33)","('prohibido', 2.5814960585815152e-33)","('pero', 2.0961601356800406e-33)","('normas', 1.8180581996380848e-33)","('esto', 1.7876521444373474e-33)"
4,"('mal', -0.019499477731388805)","('bus', -0.018343206127220672)","('ser', -0.004035652686355145)","('bien', -0.002823425948331619)","('indignacion', 0.0015023962094189273)"
5,"('ano', 0.001212392929591864)","('lo', 9.771885753266743e-08)","('corrido', 7.427627574370778e-08)","('en', 7.037372543967548e-08)","('del', 3.2890352935150266e-08)"
6,"('mas', -0.018414737975547834)","('ramon', 0.01824884204608146)","('tribunal', 0.018034836939377984)","('superior', -0.010808577646127115)","('los', 0.007323459238195513)"
7,"('corrupcion', -0.02387748604051832)","('capital', 0.01326039964764524)","('mujer', -0.009718340236192106)","('donde', -0.00023270513486698462)","('piden', 0.000211457530444923)"
8,"('favor', -0.03094157339730807)","('ningun', -0.02949959350345292)","('nos', 0.024376282841886032)","('localidades', -0.00047897635563736026)","('el', 0.00041949545901742366)"
9,"('dan', -0.022865244666034137)","('son', 0.021409696004722697)","('cai', -0.008223118268980754)","('los', 0.007976258275149573)","('asco', -0.004654765646711681)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('anos', -0.036163270843918134)","('los', 0.02561324457993814)","('sexual', -0.011743670685268652)","('de', -0.0006380347890748186)","('solamente', 0.00018552802455320145)"
12,"('asi', -0.022815229200341198)","('lugar', -0.01863371903445725)","('son', 0.01549502120736459)","('plan', 0.009390162767605934)","('capital', 0.007817671081812118)"
13,"('rodriguez', 0.033259000668131485)","('dia', -0.024062632187200794)","('mas', -0.01873296164003282)","('los', 0.01226728708258247)","('mujer', -0.010472056150689057)"
14,"('atencion', 0.03179402800618041)","('los', -0.015128205682993971)","('persecucion', 0.010023512511650047)","('fontibon', 0.004341906588425074)","('capturo', -0.00044082053352877587)"
15,"('unal', 0.02304852150856652)","('anos', -0.02049191103823969)","('militar', -0.015805199921970537)","('vez', -0.01017425278161417)","('ahi', -0.00848647647048955)"
16,"('inclusion', 0.04592305217852774)","('mas', -0.043310576470777594)","('uneb', 0.03494373931399102)","('favor', -0.030904527135025547)","('mundial', 0.021507089610666025)"
17,"('los', 0.009328981609710288)","('vias', 0.002934765015193858)","('aseguramos', 7.760043407822814e-05)","('transito', -5.659085972281367e-05)","('en', 5.449975660969265e-05)"
18,"('dic', -0.029607722515994653)","('loc', -0.013551424441881251)","('nov', 0.008522803729668271)","('concejal', 0.0005531294196996947)","('usuga', -0.00037812204475819216)"
19,"('feliz', 0.029327865642347573)","('hdp', 0.0011872836233252874)","('de', 0.00029809435076622466)","('una', 0.0002673936948431539)","('celular', 0.00016565368277141174)"
20,"('alcohol', -0.031137352288776322)","('drogas', 0.03058627999363727)","('ni', -7.2205639474960375e-06)","('esta', -6.582393801599358e-06)","('falta', 4.7416646873197195e-06)"
