,class1,class2,class3,class4,class5
0,0.011616695839786343,0.07332916769818199,0.37090278349720496,0.44464340451561224,0.09950794844921457
1,0.019284972267228948,0.49740645424291274,0.34397991431040426,0.1249890279809823,0.01433963119847174
2,0.33480125058960286,0.18931873623216874,0.3464785699018778,0.11144815028377943,0.017953292992571212
3,0.030752492867884715,0.4405850446505024,0.4006320128882151,0.10644905517773585,0.02158139441566198
4,0.0279794891618985,0.8333879317975047,0.08841211711477515,0.045417363915175604,0.004803098010645993
5,0.04714896453744975,0.34919152831331907,0.41960371320139883,0.1587251732317896,0.025330620716042786
6,0.07017420448417004,0.4817399921793062,0.32543873254993966,0.10869618947442186,0.013950881312162138
7,0.016778261604434134,0.4414316640910277,0.30063127364694164,0.20046854030970776,0.040690260347888745
8,0.01162812295799354,0.5301271417944189,0.33730346545788453,0.1096356178106329,0.011305651979070123
9,0.039991459968722276,0.5101412988363679,0.390618334565882,0.044356443950778784,0.014892462678249053
10,0.030752492867884715,0.4405850446505024,0.4006320128882151,0.10644905517773585,0.02158139441566198
11,0.03232860568248758,0.5598319497088686,0.2337564519994708,0.15265967324126992,0.021423319367903166
12,0.014836324699027731,0.6625368348978382,0.1590341823467151,0.14829787738500524,0.015294780671413781
13,0.009473400245728666,0.2616298368745116,0.3265213084624495,0.36890270110407886,0.033472753313231254
14,0.03542558361694495,0.36101856915873015,0.2529385994024296,0.28140833901141254,0.06920890881048258
15,0.017304752125434177,0.5371888306849463,0.3356212489800226,0.0932156441099213,0.0166695240996756
16,0.016975565812198837,0.33102571943016007,0.3057520024562953,0.33807312254121397,0.008173589760131836
17,0.025018688445138274,0.32939510073036815,0.452577177853135,0.1655003004163247,0.02750873255503392
18,0.02142630929580465,0.43062279152798283,0.4736462161080745,0.059813143714705676,0.014491539353432333
19,0.03297682973515269,0.09868299475305631,0.6679282998183963,0.18731785923499394,0.013094016458400607
20,0.026923990867241874,0.3809281797240844,0.4997954165259438,0.07329627740425144,0.01905613547847851
21,0.01931588407032089,0.3141681283442482,0.4449484491496687,0.20474228319972926,0.0168252552360329
22,0.026699266396250258,0.467103505562401,0.3951160970212552,0.09105271954621544,0.020028411473878047
23,0.048984336125133705,0.21888849846891342,0.6019148275030461,0.10352452895475237,0.026687808948154357
24,0.11647948448820401,0.38971459948127046,0.3838140341911256,0.09158148855103766,0.01841039328836212
25,0.04549648487467086,0.44492785507053495,0.38873392970362025,0.10469906475846152,0.01614266559271229
26,0.014204406300150327,0.4743073215370199,0.3123066795618198,0.17689947721181346,0.02228211538919644
27,0.030752492867884715,0.4405850446505024,0.4006320128882151,0.10644905517773585,0.02158139441566198
28,0.030752492867884715,0.4405850446505024,0.4006320128882151,0.10644905517773585,0.02158139441566198
29,0.03794443207164012,0.23687343975394745,0.5569856610104398,0.1530094886098079,0.01518697855416476
30,0.027288508123025444,0.31346584918361603,0.5063028351293732,0.13473248158497372,0.01821032597901155
31,0.02558035061974674,0.46668130200451974,0.37185183882825035,0.12169675544327381,0.014189753104209222
32,0.024404345989528283,0.4183254512389502,0.43049471400904465,0.10757458658908874,0.019200902173388126
33,0.025886983492668054,0.3516546398213993,0.5519951611312722,0.04732006689953408,0.023143148655126483
34,0.022890213260660753,0.2226857945495802,0.6879320800726054,0.05178804124274968,0.014703870874403746
35,0.03066894436277065,0.4528144853687629,0.3883343815965688,0.10649260939164336,0.021689579280254206
36,0.026768304296519007,0.2009145621588871,0.5790451548485107,0.172167689902399,0.021104288793684135
37,0.030575854200761948,0.6852541489029446,0.19695064839801463,0.07032736253276266,0.016891985965516353
38,0.030752492867884715,0.4405850446505024,0.4006320128882151,0.10644905517773585,0.02158139441566198
39,0.01925771814748563,0.3447625872863809,0.5563873662721543,0.06419343128902522,0.015398897004953945
40,0.027621266446018363,0.696298455301406,0.17222572968746125,0.08367056599676803,0.020183982568346262
41,0.036095451205405,0.35551509574775997,0.5261351689990983,0.06409995641322005,0.018154327634516753
42,0.028010905887781636,0.3456166844178895,0.5166419579081721,0.08974838691032401,0.019982064875832695
43,0.030752492867884715,0.4405850446505024,0.4006320128882151,0.10644905517773585,0.02158139441566198
44,0.012906848434470656,0.7381457982054072,0.17476810208149532,0.05942141412790674,0.014757837150720184
45,0.020971117534929237,0.21228747731778513,0.5527527901562118,0.19837642846453818,0.015612186526535586
46,0.022601159148706224,0.5349853131166238,0.32049170398830157,0.10880498107276663,0.013116842673601893
47,0.02965070144981986,0.2974857965300086,0.45103041434643676,0.20207066665035953,0.019762421023375193
48,0.021373281225630182,0.4644006779249216,0.3629124179671453,0.12221859617318681,0.029095026709116033
49,0.02904116440891918,0.5526984067130445,0.22460442302815262,0.16812162621413657,0.025534379635747253
50,0.041871298222778554,0.35695099018709653,0.4861145717671561,0.09446740255764317,0.02059573726532571
51,0.03309540570355537,0.13433631774198987,0.7318566226049975,0.08022294487264615,0.020488709076811076
52,0.05637971651600474,0.3224087917581868,0.521355638768577,0.08767171603565585,0.012184136921575587
53,0.015040933963444336,0.656621731627722,0.23132672948749125,0.08393908767988562,0.013071517241456804
