,feature1,feature2,feature3,feature4,feature5
0,"('eje', 1.587765060209019e-37)","('corporacion', 1.5470203184969911e-37)","('erradicacion', 1.396964428452617e-37)","('alli', 1.1626639468219557e-37)","('paz', 1.0490973162619995e-37)"
1,"('nos', 9.229772522694454e-41)","('igual', 6.467614542979029e-41)","('asi', -2.1269888162713705e-41)","('la', -1.8816063507522784e-42)","('pensar', 1.613436314468192e-42)"
2,"('hpta', 7.926925337027954e-32)","('aqui', 7.743932976422732e-32)","('asco', 7.73766417323039e-32)","('desorden', 7.550609605160672e-32)","('drogas', 7.517690224069404e-32)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('indignacion', 7.623632984449298e-40)","('unas', 6.635971515792793e-40)","('nivel', 6.077100000429043e-40)","('ser', 4.714852443092043e-40)","('mal', 2.8679367271012225e-40)"
5,"('ano', 3.5506474787162564e-42)","('en', 3.437876490509589e-46)","('corrido', 3.2098322661688833e-46)","('lo', 2.3103342557272503e-46)","('del', 1.9902570480568647e-46)"
6,"('ramon', 1.1200118895934668e-37)","('tribunal', 1.0865288751530434e-37)","('los', 1.0425393055881513e-37)","('superior', 1.0335776343126403e-37)","('mas', 2.3335385611784484e-38)"
7,"('corrupcion', 9.450012471484213e-42)","('capital', 8.548748367499337e-42)","('mujer', 3.2638351140645955e-43)","('de', 1.6332327241172325e-43)","('donde', -1.2737576377715555e-43)"
8,"('nos', 4.048595135371694e-41)","('ningun', 4.686590663087882e-42)","('favor', -4.0588845293894305e-43)","('danaron', -1.2453898498116592e-43)","('que', -1.0041483469121791e-43)"
9,"('son', 3.438632331550368e-38)","('asco', 3.237630813134938e-38)","('los', 3.2124185510312693e-38)","('cai', 2.997551790981397e-38)","('grafitis', 2.756381864201974e-38)"
10,"('fleteo', -1.4648651349686227e-73)","('joyitas', 1.311835263248448e-73)","('comerciante', 1.223155885129423e-73)","('denuncia', 1.1874330220073383e-73)","('que', -1.1341191138636987e-73)"
11,"('los', 4.477946596822744e-41)","('sexual', 2.616552644038315e-41)","('anos', 1.2690660804930738e-41)","('denuncias', -5.7523179342391e-43)","('entre', -4.279497245610182e-43)"
12,"('son', 3.2753946762193756e-40)","('lugar', 2.088325634868681e-40)","('plan', 1.955921730748586e-40)","('capital', 1.9074280400335484e-40)","('asi', -9.177476078587618e-41)"
13,"('rodriguez', 2.0719647028807977e-40)","('los', 2.0035573009063693e-40)","('dia', 7.675019031166752e-41)","('mas', 3.969506993528358e-41)","('mujeres', -4.362609280329276e-42)"
14,"('fontibon', 1.361082984657773e-38)","('persecucion', 1.2484534832613482e-38)","('los', 1.1750269159753408e-38)","('atencion', 1.1305019407200338e-38)","('capturo', -9.266355149690815e-40)"
15,"('unal', 1.5722469133454282e-40)","('vez', 7.046454602943899e-41)","('militar', 5.54472446730671e-41)","('anos', 3.8729081476978193e-41)","('ahi', 3.1785214029444637e-41)"
16,"('uneb', 2.706811570083093e-38)","('inclusion', 2.6448652083762034e-38)","('mundial', 2.4338409629812076e-38)","('los', 2.210986656260407e-38)","('mas', 2.7261720199235614e-39)"
17,"('los', 2.9924656985652494e-41)","('vias', 1.4270476610531485e-41)","('febrero', -4.880919705338733e-43)","('con', 3.2526917033406464e-43)","('de', 2.467991496467873e-43)"
18,"('nov', 1.1156047956757263e-40)","('loc', 1.086113208378146e-40)","('concejal', 8.516868639530253e-41)","('dic', 1.1765042060313802e-41)","('estudiantes', -3.7373585046204715e-42)"
