,feature1,feature2,feature3,feature4,feature5
0,"('mujer', 0.08159253652555376)","('eje', -0.04787021706643966)","('paz', -0.0405673773306069)","('erradicacion', -0.03282523732126551)","('corporacion', -0.0318584829319097)"
1,"('asi', 0.10893643781435468)","('nos', -0.09340786713048574)","('igual', 0.0045768571751646685)","('no', -0.0013466077701810555)","('derecha', -0.0008352979179902704)"
2,"('ciudad', -0.043160793800971896)","('hpta', -0.03521344823536993)","('asco', 0.034607319763328225)","('drogas', -0.031110219011993397)","('garzon', 0.026862768904686096)"
3,"('pero', 0.0)","('esto', 0.0)","('esta', 0.0)","('prohibido', 0.0)","('normas', 0.0)"
4,"('bus', 0.06523486818818522)","('mal', 0.05424337940227628)","('ser', 0.03309974386286818)","('nivel', -0.016965990115216115)","('bien', 0.0128162671053682)"
5,"('ano', 0.0439489029139805)","('lo', 3.5422811183900018e-06)","('corrido', 2.6924941178678664e-06)","('en', 2.551027766288146e-06)","('del', 1.1922660490065907e-06)"
6,"('mas', 0.05647316828607622)","('ramon', -0.05308728666854519)","('tribunal', -0.052593770746782606)","('superior', -0.007379599751187487)","('el', -0.0014542067736420027)"
7,"('mujer', 0.06380504463589819)","('corrupcion', 0.026011542336013774)","('capital', 0.012000150022506813)","('fue', 0.0011640491996532205)","('de', 0.0011415354282983386)"
8,"('ningun', 0.10213943601813795)","('nos', -0.07352276008140385)","('favor', 0.01681682185007036)","('localidades', 0.0014055947507740738)","('danaron', -0.0011221193978152271)"
9,"('son', -0.16380356803078266)","('dan', 0.055987568670950165)","('asco', 0.03287871644968641)","('grafitis', 0.03287705224277436)","('cai', 0.026919753710937907)"
10,"('que', 0.0)","('joyitas', 0.0)","('comerciante', 0.0)","('denuncia', 0.0)","('fleteo', 0.0)"
11,"('sexual', 0.09595536931545706)","('anos', 0.09239738667850814)","('los', -0.08097723572430884)","('de', 0.002679553074930571)","('violencia', -0.0007191996498901923)"
12,"('son', -0.11971426424830181)","('asi', 0.075804563536431)","('plan', 0.03962424658345901)","('lugar', 0.03889131026534641)","('capital', 0.020832179727579506)"
13,"('mujer', 0.07130811449955307)","('mas', 0.046379681714792315)","('rodriguez', -0.04474739262918013)","('los', -0.027449035676114918)","('dia', 0.02218472125707095)"
14,"('fontibon', -0.05593739408823917)","('los', 0.041145805020045195)","('persecucion', -0.0359060043702025)","('atencion', -0.006986255586893002)","('aire', -0.0006223270726888993)"
15,"('unal', -0.12055243237033493)","('militar', 0.09931858007413344)","('anos', 0.06255621114866154)","('vez', 0.04539519029652912)","('ahi', 0.032212374068082146)"
16,"('mas', 0.09150239559695815)","('inclusion', -0.06273169779888588)","('uneb', -0.05764545940076988)","('favor', 0.025728462996813726)","('mundial', -0.018510714376598195)"
17,"('los', -0.005325429842324649)","('vias', -0.00379826826794747)","('aseguramos', -0.00017172760597672745)","('transito', 0.0001322089400479464)","('en', -0.00011904082510773028)"
18,"('dic', 0.12845847835466437)","('concejal', -0.059195956068117464)","('loc', 0.029705909906979616)","('nov', 0.004880949610908067)","('mujeres', 0.001395691032575353)"
19,"('feliz', -0.08226067912189879)","('hdp', -0.07210721152304216)","('celular', -0.019308454234907586)","('una', -0.0013814757383904875)","('de', -0.0012062209526108938)"
20,"('drogas', -0.07390731680417666)","('alcohol', 0.031037358740831782)","('esta', -0.00014192130020835417)","('ni', -0.00010599302616578936)","('falta', 0.00010195089362879901)"
21,"('ciudad', -0.06816394808133404)","('fin', 0.05630381802517681)","('van', 0.05309293713229845)","('los', -0.015551724660738828)","('una', 0.0009207933572849206)"
22,"('veo', 0.0682966613095269)","('esos', 1.4080380044474893e-05)","('buses', 1.1833498613731195e-05)","('en', 1.0641420263238913e-05)","('mismos', 9.95124068942843e-06)"
23,"('lideres', -0.06394215992419425)","('dia', 0.04132313277782461)","('pan', -0.03592175284183543)","('kennedy', 0.026130330463253523)","('de', 0.0008668972272377827)"
24,"('son', -0.08162768235270611)","('farc', 0.07093548287604948)","('cartel', -0.052661726136965896)","('ver', 0.046321435589272805)","('vean', 0.004031202839537716)"
25,"('bus', 0.13343967848963662)","('celular', -0.05698171998213381)","('hombre', -0.04210255851111054)","('tres', 0.029563175892742627)","('de', -0.002009124340141131)"
26,"('mas', 0.0554661288432856)","('los', -0.05133975792196654)","('mujer', 0.05133514148578299)","('veo', 0.01740019958661786)","('haciendo', -0.0007618509171919734)"
27,"('denuncian', 8.356177136370842e-32)","('nuevo', 8.042867882954886e-32)","('de', 7.423908622275321e-32)","('caso', 6.536087420247113e-32)","('intento', 3.574448596704841e-32)"
28,"('el', 7.499654603910116e-32)","('muy', 3.300374752891653e-32)","('propietario', 3.100567249328124e-32)","('seguramente', -4.754018047384881e-33)","('esta', -1.3659731794563086e-33)"
29,"('celular', -0.06697138187209616)","('a', -1.6755848416137774e-05)","('uno', -1.3877114681153999e-05)","('cuando', -1.3748482738197204e-05)","('lo', -1.2125724234499127e-05)"
30,"('tal', -0.12848481766270017)","('anos', 0.052290608117518296)","('sin', 0.034991662374715626)","('comparacion', -0.03343292380448625)","('ver', 0.03324593277093226)"
31,"('mas', 0.15420999727818047)","('encantaria', 4.251572557702242e-05)","('me', 3.909394847901391e-05)","('que', 3.120260749396458e-05)","('cada', 2.5410469099025062e-05)"
32,"('van', 0.09212988887480623)","('de', 2.3449636020160253e-05)","('victimas', 2.32895612001371e-05)","('hay', 2.3277363810212368e-05)","('homofobia', 2.2392977269077577e-05)"
33,"('tweet', -0.05922702960558576)","('via', 0.05082944667027241)","('cai', 0.042414693035458174)","('demostracion', -0.016674758820116705)","('los', -0.009237833626401026)"
34,"('son', -0.11513664444345967)","('gran', -0.04182382997824471)","('de', -0.0010998165267734048)","('el', -0.0009589870600423585)","('caso', 0.0009387483726884563)"
35,"('los', -0.010851086721172472)","('movilizarse', -2.433399243518586e-06)","('en', -1.9058227806396235e-06)","('bogota', -1.8724009723721405e-06)","('es', -1.6900288005768027e-06)"
36,"('vial', -0.14087684064524866)","('los', 0.05258778168280729)","('ciudad', -0.03230051848326064)","('implementadas', -0.0015270094100410122)","('traves', -0.0012405637590807894)"
37,"('menor', 0.27323320657286965)","('fue', 4.264142444730128e-05)","('con', 4.105403029309635e-05)","('atacado', 3.955631315293566e-05)","('tijeras', 3.805398342688012e-05)"
38,"('que', 4.697560068169378e-32)","('para', 3.662195060427037e-32)","('las', 1.0310554369455177e-32)","('en', 5.0681473830781034e-33)","('trabajamos', 2.9864529677957586e-33)"
39,"('usen', -0.05517216741787041)","('esmad', 0.024585696866530157)","('universidad', 0.0004251838843201292)","('autonomia', -0.00038648261128299406)","('universitaria', -0.0003105588865688114)"
40,"('menor', 0.16948845759677306)","('horror', -0.03520705767915399)","('capital', 0.003930566676734505)","('otro', 0.001890436892924802)","('causo', -0.001707329196201971)"
41,"('arma', 0.12622026852210766)","('ruin', -0.1214662542592627)","('un', 0.0005536294670434065)","('poco', 0.0004983463380846395)","('el', 0.00044444788303332614)"
42,"('ciudad', -0.0695967295256822)","('los', 0.018763286792109455)","('genera', -0.0007786177388025939)","('de', -0.0005745354578914298)","('ubican', -0.0005736098703026689)"
43,"('la', 0.0)","('policia', 0.0)","('dira', 0.0)","('que', 0.0)","('como', 0.0)"
44,"('bus', 0.10868526522822189)","('estan', 0.07180948981876004)","('los', -0.06704506340955285)","('buen', 0.008222845716632248)","('y', 0.002203096568548025)"
45,"('ciudad', -0.04761839474100337)","('bici', -0.017618025834333584)","('los', 0.009339147446567088)","('correr', -0.0011799423467437945)","('publico', 0.0008803929172877199)"
46,"('mas', 0.07008227059214964)","('hp', 0.054120501009160056)","('los', -0.05184878869894909)","('otras', -0.0018832631062866434)","('no', -0.0009237736146947867)"
